movement_id,datetime,product_id,warehouse_id,store_id,movement_type,qty
MV000724,2024-10-25 10:00:00,SKU018,WH003,STORE008,TRANSFER_STORE,22
MV000725,2024-10-13 13:00:00,SKU018,WH001,STORE005,INBOUND,66
MV000726,2024-06-20 11:00:00,SKU022,WH001,STORE007,TRANSFER_STORE,82
MV000727,2024-01-09 06:00:00,SKU052,WH001,STORE005,TRANSFER_STORE,92
MV000728,2024-10-05 07:00:00,SKU044,WH003,STORE006,TRANSFER_STORE,94
MV000729,2023-03-20 09:00:00,SKU031,WH001,STORE009,INBOUND,66
MV000730,2024-03-24 11:00:00,SKU009,WH003,STORE010,INBOUND,55
MV000731,2023-08-17 11:00:00,SKU050,WH003,STORE001,RETURNS,21
MV000732,2024-06-26 08:00:00,SKU061,WH002,STORE010,RETURNS,38
MV000733,2024-12-24 07:00:00,SKU019,WH002,STORE009,TRANSFER_STORE,74
MV000734,2023-01-24 13:00:00,SKU052,WH002,STORE003,INBOUND,58
MV000735,2023-06-20 14:00:00,SKU055,WH003,STORE010,TRANSFER_STORE,13
MV000736,2024-06-25 16:00:00,SKU025,WH001,STORE003,TRANSFER_STORE,86
MV000737,2024-03-30 14:00:00,SKU079,WH002,STORE004,TRANSFER_STORE,96
MV000738,2023-01-04 13:00:00,SKU069,WH003,STORE008,TRANSFER_STORE,37
MV000739,2023-05-21 18:00:00,SKU075,WH001,STORE001,INBOUND,59
MV000740,2024-04-24 15:00:00,SKU013,WH002,STORE004,TRANSFER_STORE,21
MV000741,2023-02-27 17:00:00,SKU034,WH003,STORE007,INBOUND,92
MV000742,2023-08-21 13:00:00,SKU072,WH002,STORE003,INBOUND,27
MV000743,2023-04-25 12:00:00,SKU025,WH002,STORE007,TRANSFER_STORE,15
MV000744,2023-04-19 12:00:00,SKU075,WH003,STORE005,INBOUND,77
MV000745,2023-01-29 14:00:00,SKU064,WH002,STORE010,TRANSFER_STORE,85
MV000746,2024-12-07 14:00:00,SKU010,WH003,STORE009,TRANSFER_STORE,32
MV000747,2023-04-24 18:00:00,SKU017,WH003,STORE008,TRANSFER_STORE,37
MV000748,2024-09-22 13:00:00,SKU005,WH002,STORE003,TRANSFER_STORE,84
MV000749,2023-06-08 08:00:00,SKU067,WH001,STORE004,RETURNS,49
MV000750,2023-07-27 16:00:00,SKU010,WH001,STORE007,RETURNS,57
MV000751,2024-09-02 18:00:00,SKU027,WH001,STORE002,TRANSFER_STORE,43
MV000752,2024-08-25 16:00:00,SKU056,WH003,STORE010,TRANSFER_STORE,94
MV000753,2024-01-29 10:00:00,SKU007,WH002,STORE006,INBOUND,71
MV000754,2024-05-07 13:00:00,SKU029,WH001,STORE009,TRANSFER_STORE,67
MV000755,2023-05-04 14:00:00,SKU049,WH002,STORE009,TRANSFER_STORE,43
MV000756,2023-07-22 13:00:00,SKU039,WH001,STORE006,INBOUND,66
MV000757,2023-12-13 09:00:00,SKU070,WH001,STORE006,INBOUND,38
MV000758,2023-02-11 13:00:00,SKU009,WH002,STORE006,TRANSFER_STORE,99
MV000759,2024-03-05 14:00:00,SKU072,WH002,STORE010,TRANSFER_STORE,86
MV000760,2023-04-19 06:00:00,SKU061,WH002,STORE006,TRANSFER_STORE,61
MV000761,2023-07-06 18:00:00,SKU078,WH002,STORE003,TRANSFER_STORE,92
MV000762,2023-10-21 14:00:00,SKU054,WH001,STORE004,TRANSFER_STORE,17
MV000763,2023-01-16 16:00:00,SKU009,WH002,STORE006,TRANSFER_STORE,25
MV000764,2024-07-16 11:00:00,SKU060,WH003,STORE010,TRANSFER_STORE,39
MV000765,2023-12-27 13:00:00,SKU052,WH001,STORE001,RETURNS,96
MV000766,2024-05-27 06:00:00,SKU075,WH003,STORE001,INBOUND,93
MV000767,2023-01-16 08:00:00,SKU011,WH001,STORE007,TRANSFER_STORE,90
MV000768,2024-10-28 10:00:00,SKU035,WH001,STORE001,TRANSFER_STORE,35
MV000769,2024-11-16 10:00:00,SKU075,WH003,STORE005,INBOUND,66
MV000770,2023-07-18 18:00:00,SKU036,WH001,STORE010,TRANSFER_STORE,48
MV000771,2023-05-19 09:00:00,SKU055,WH003,STORE008,TRANSFER_STORE,42
MV000772,2024-02-09 08:00:00,SKU003,WH001,STORE006,TRANSFER_STORE,87
MV000773,2023-06-16 07:00:00,SKU072,WH002,STORE003,INBOUND,40
MV000774,2024-02-05 15:00:00,SKU053,WH001,STORE002,TRANSFER_STORE,89
MV000775,2023-02-08 18:00:00,SKU028,WH003,STORE002,INBOUND,30
MV000776,2024-01-29 15:00:00,SKU053,WH002,STORE004,TRANSFER_STORE,59
MV000777,2024-11-15 18:00:00,SKU054,WH002,STORE009,TRANSFER_STORE,92
MV000778,2024-01-27 14:00:00,SKU053,WH002,STORE009,TRANSFER_STORE,15
MV000779,2023-12-27 13:00:00,SKU065,WH002,STORE001,INBOUND,69
MV000780,2023-09-23 12:00:00,SKU053,WH001,STORE005,TRANSFER_STORE,96
MV000781,2024-11-13 13:00:00,SKU040,WH003,STORE009,TRANSFER_STORE,99
MV000782,2023-01-21 12:00:00,SKU041,WH002,STORE004,TRANSFER_STORE,82
MV000783,2024-03-29 16:00:00,SKU038,WH003,STORE007,TRANSFER_STORE,22
MV000784,2024-11-30 11:00:00,SKU075,WH003,STORE006,TRANSFER_STORE,67
MV000785,2023-03-09 12:00:00,SKU029,WH002,STORE004,TRANSFER_STORE,53
MV000786,2024-09-26 17:00:00,SKU031,WH003,STORE010,INBOUND,88
MV000787,2023-05-02 09:00:00,SKU061,WH003,STORE007,RETURNS,41
MV000788,2024-08-14 11:00:00,SKU074,WH003,STORE007,TRANSFER_STORE,68
MV000789,2024-12-14 17:00:00,SKU040,WH003,STORE002,INBOUND,90
MV000790,2023-05-26 07:00:00,SKU002,WH001,STORE007,TRANSFER_STORE,54
MV000791,2023-11-26 06:00:00,SKU048,WH001,STORE009,TRANSFER_STORE,64
MV000792,2023-04-29 12:00:00,SKU001,WH001,STORE006,INBOUND,58
MV000793,2023-11-02 08:00:00,SKU059,WH003,STORE006,RETURNS,70
MV000794,2024-02-02 07:00:00,SKU032,WH001,STORE006,TRANSFER_STORE,49
MV000795,2023-01-05 13:00:00,SKU002,WH002,STORE002,TRANSFER_STORE,91
MV000796,2023-01-10 09:00:00,SKU059,WH003,STORE006,TRANSFER_STORE,43
MV000797,2023-07-22 11:00:00,SKU003,WH001,STORE006,INBOUND,98
MV000798,2023-02-17 16:00:00,SKU073,WH001,STORE009,RETURNS,21
MV000799,2024-06-19 18:00:00,SKU049,WH003,STORE002,TRANSFER_STORE,24
MV000800,2023-09-22 18:00:00,SKU076,WH003,STORE009,TRANSFER_STORE,97
MV000801,2023-06-10 10:00:00,SKU034,WH003,STORE005,TRANSFER_STORE,18
MV000802,2023-08-05 17:00:00,SKU062,WH002,STORE009,TRANSFER_STORE,29
MV000803,2024-12-12 07:00:00,SKU034,WH001,STORE010,TRANSFER_STORE,98
MV000804,2024-09-26 14:00:00,SKU023,WH002,STORE010,INBOUND,97
MV000805,2023-08-16 15:00:00,SKU019,WH001,STORE002,TRANSFER_STORE,58
MV000806,2023-05-21 10:00:00,SKU052,WH003,STORE005,TRANSFER_STORE,99
MV000807,2024-07-08 10:00:00,SKU060,WH001,STORE002,RETURNS,23
MV000808,2024-05-30 07:00:00,SKU028,WH003,STORE005,TRANSFER_STORE,14
MV000809,2023-08-14 06:00:00,SKU049,WH001,STORE007,TRANSFER_STORE,57
MV000810,2023-01-11 10:00:00,SKU045,WH002,STORE007,INBOUND,66
MV000811,2023-04-20 17:00:00,SKU076,WH001,STORE007,TRANSFER_STORE,69
MV000812,2024-03-11 15:00:00,SKU060,WH003,STORE005,TRANSFER_STORE,81
MV000813,2023-03-18 06:00:00,SKU075,WH002,STORE007,INBOUND,90
MV000814,2023-11-20 09:00:00,SKU056,WH002,STORE006,TRANSFER_STORE,52
MV000815,2023-02-17 08:00:00,SKU004,WH001,STORE007,TRANSFER_STORE,95
MV000816,2023-04-14 11:00:00,SKU018,WH001,STORE005,INBOUND,91
MV000817,2023-03-14 12:00:00,SKU029,WH002,STORE002,TRANSFER_STORE,73
MV000818,2024-05-02 17:00:00,SKU039,WH001,STORE009,INBOUND,11
MV000819,2024-01-09 18:00:00,SKU055,WH003,STORE002,INBOUND,10
MV000820,2024-07-17 12:00:00,SKU058,WH003,STORE003,INBOUND,73
MV000821,2024-12-16 10:00:00,SKU047,WH001,STORE009,TRANSFER_STORE,81
MV000822,2024-02-18 17:00:00,SKU031,WH002,STORE002,RETURNS,94
MV000823,2023-09-08 09:00:00,SKU028,WH001,STORE008,TRANSFER_STORE,33
MV000824,2024-11-14 15:00:00,SKU027,WH002,STORE003,INBOUND,11
MV000825,2023-12-04 09:00:00,SKU030,WH002,STORE006,INBOUND,68
MV000826,2023-11-14 14:00:00,SKU049,WH003,STORE009,TRANSFER_STORE,43
MV000827,2023-04-03 07:00:00,SKU042,WH001,STORE010,INBOUND,65
MV000828,2023-01-04 11:00:00,SKU075,WH002,STORE010,TRANSFER_STORE,85
MV000829,2023-01-18 07:00:00,SKU078,WH002,STORE003,INBOUND,14
MV000830,2023-10-10 13:00:00,SKU068,WH002,STORE009,INBOUND,64
MV000831,2024-03-06 10:00:00,SKU001,WH002,STORE007,TRANSFER_STORE,45
MV000832,2023-06-09 13:00:00,SKU044,WH003,STORE005,TRANSFER_STORE,81
MV000833,2024-06-01 18:00:00,SKU037,WH003,STORE008,INBOUND,64
MV000834,2024-08-22 18:00:00,SKU033,WH003,STORE006,INBOUND,19
MV000835,2024-03-10 07:00:00,SKU021,WH003,STORE007,TRANSFER_STORE,94
MV000836,2023-11-24 13:00:00,SKU040,WH003,STORE003,TRANSFER_STORE,55
MV000837,2023-09-10 14:00:00,SKU061,WH001,STORE010,RETURNS,61
MV000838,2023-12-12 11:00:00,SKU013,WH001,STORE006,INBOUND,71
MV000839,2023-04-24 08:00:00,SKU038,WH003,STORE003,INBOUND,13
MV000840,2024-07-13 18:00:00,SKU029,WH002,STORE007,TRANSFER_STORE,65
MV000841,2023-03-20 13:00:00,SKU053,WH002,STORE010,INBOUND,20
MV000842,2024-05-19 11:00:00,SKU064,WH001,STORE006,TRANSFER_STORE,95
MV000843,2023-04-11 08:00:00,SKU036,WH001,STORE010,INBOUND,59
MV000844,2023-08-28 15:00:00,SKU005,WH001,STORE008,TRANSFER_STORE,70
MV000845,2024-01-17 18:00:00,SKU020,WH003,STORE008,TRANSFER_STORE,32
MV000846,2024-07-30 13:00:00,SKU011,WH002,STORE006,TRANSFER_STORE,39
MV000847,2024-06-02 07:00:00,SKU072,WH002,STORE002,RETURNS,98
MV000848,2023-12-16 11:00:00,SKU028,WH001,STORE010,RETURNS,97
MV000849,2023-09-23 08:00:00,SKU049,WH001,STORE010,TRANSFER_STORE,34
MV000850,2024-01-21 16:00:00,SKU041,WH001,STORE006,RETURNS,39
MV000851,2023-02-16 18:00:00,SKU018,WH001,STORE001,TRANSFER_STORE,48
MV000852,2024-11-18 18:00:00,SKU030,WH003,STORE006,INBOUND,89
MV000853,2024-09-04 13:00:00,SKU014,WH002,STORE006,TRANSFER_STORE,83
MV000854,2023-06-14 09:00:00,SKU056,WH003,STORE006,TRANSFER_STORE,20
MV000855,2024-01-28 06:00:00,SKU073,WH002,STORE009,INBOUND,82
MV000856,2023-06-07 10:00:00,SKU074,WH003,STORE004,TRANSFER_STORE,45
MV000857,2023-10-27 12:00:00,SKU052,WH002,STORE007,TRANSFER_STORE,92
MV000858,2024-01-14 18:00:00,SKU066,WH003,STORE003,TRANSFER_STORE,61
MV000859,2023-10-14 12:00:00,SKU067,WH002,STORE008,TRANSFER_STORE,14
MV000860,2024-04-18 13:00:00,SKU029,WH003,STORE002,TRANSFER_STORE,85
MV000861,2023-05-25 06:00:00,SKU027,WH002,STORE002,INBOUND,83
MV000862,2024-01-02 07:00:00,SKU068,WH001,STORE005,TRANSFER_STORE,23
MV000863,2024-03-28 07:00:00,SKU035,WH002,STORE001,TRANSFER_STORE,29
MV000864,2023-01-28 13:00:00,SKU010,WH002,STORE001,INBOUND,29
MV000865,2023-07-28 06:00:00,SKU026,WH003,STORE003,INBOUND,53
MV000866,2024-05-27 13:00:00,SKU071,WH001,STORE006,INBOUND,34
MV000867,2023-05-06 11:00:00,SKU076,WH003,STORE010,TRANSFER_STORE,50
MV000868,2024-01-29 18:00:00,SKU061,WH002,STORE006,INBOUND,78
MV000869,2023-09-27 18:00:00,SKU069,WH002,STORE008,INBOUND,11
MV000870,2024-10-29 13:00:00,SKU056,WH002,STORE007,TRANSFER_STORE,21
MV000871,2024-06-28 16:00:00,SKU077,WH002,STORE001,INBOUND,37
MV000872,2023-08-24 13:00:00,SKU064,WH003,STORE001,INBOUND,53
MV000873,2024-11-11 17:00:00,SKU041,WH001,STORE004,RETURNS,22
MV000874,2023-03-04 09:00:00,SKU004,WH002,STORE001,TRANSFER_STORE,94
MV000875,2023-04-11 13:00:00,SKU066,WH003,STORE001,TRANSFER_STORE,52
MV000876,2023-11-22 10:00:00,SKU037,WH003,STORE010,TRANSFER_STORE,64
MV000877,2023-08-22 14:00:00,SKU034,WH003,STORE001,INBOUND,17
MV000878,2023-01-17 18:00:00,SKU050,WH003,STORE003,TRANSFER_STORE,73
MV000879,2023-07-10 13:00:00,SKU070,WH003,STORE010,TRANSFER_STORE,21
MV000880,2023-10-31 07:00:00,SKU075,WH002,STORE002,TRANSFER_STORE,50
MV000881,2023-11-05 14:00:00,SKU042,WH002,STORE010,TRANSFER_STORE,53
MV000882,2023-11-29 17:00:00,SKU001,WH001,STORE008,INBOUND,20
MV000883,2024-04-15 16:00:00,SKU034,WH001,STORE007,TRANSFER_STORE,28
MV000884,2023-07-05 12:00:00,SKU010,WH001,STORE010,TRANSFER_STORE,69
MV000885,2023-02-21 08:00:00,SKU005,WH001,STORE008,TRANSFER_STORE,81
MV000886,2024-07-30 08:00:00,SKU044,WH003,STORE004,TRANSFER_STORE,36
MV000887,2023-12-07 10:00:00,SKU019,WH003,STORE009,TRANSFER_STORE,80
MV000888,2024-02-08 16:00:00,SKU021,WH003,STORE005,TRANSFER_STORE,94
MV000889,2024-06-24 12:00:00,SKU034,WH003,STORE007,TRANSFER_STORE,36
MV000890,2023-06-01 13:00:00,SKU029,WH003,STORE004,INBOUND,23
MV000891,2023-07-10 14:00:00,SKU079,WH003,STORE001,TRANSFER_STORE,33
MV000892,2024-06-12 10:00:00,SKU040,WH003,STORE008,TRANSFER_STORE,73
MV000893,2023-02-16 13:00:00,SKU080,WH003,STORE009,RETURNS,33
MV000894,2024-03-02 12:00:00,SKU018,WH001,STORE009,TRANSFER_STORE,11
MV000895,2023-09-14 08:00:00,SKU049,WH002,STORE010,TRANSFER_STORE,61
MV000896,2023-01-11 13:00:00,SKU061,WH001,STORE008,TRANSFER_STORE,21
MV000897,2024-10-30 12:00:00,SKU065,WH003,STORE001,INBOUND,74
MV000898,2024-11-30 09:00:00,SKU075,WH003,STORE003,RETURNS,69
MV000899,2023-05-28 13:00:00,SKU036,WH003,STORE005,INBOUND,67
MV000900,2023-03-11 17:00:00,SKU070,WH002,STORE007,INBOUND,94
MV000901,2023-07-31 11:00:00,SKU007,WH003,STORE008,INBOUND,51
MV000902,2023-08-02 17:00:00,SKU061,WH003,STORE001,TRANSFER_STORE,10
MV000903,2024-07-15 12:00:00,SKU064,WH001,STORE005,INBOUND,31
MV000904,2024-05-02 12:00:00,SKU074,WH001,STORE003,INBOUND,81
MV000905,2024-12-09 08:00:00,SKU030,WH003,STORE007,TRANSFER_STORE,22
MV000906,2024-01-02 15:00:00,SKU017,WH002,STORE006,TRANSFER_STORE,87
MV000907,2023-05-09 09:00:00,SKU044,WH002,STORE001,TRANSFER_STORE,74
MV000908,2024-06-25 12:00:00,SKU072,WH001,STORE002,INBOUND,47
MV000909,2024-05-31 13:00:00,SKU076,WH001,STORE005,INBOUND,73
MV000910,2024-09-13 06:00:00,SKU026,WH002,STORE005,INBOUND,85
MV000911,2024-02-21 16:00:00,SKU017,WH001,STORE001,TRANSFER_STORE,61
MV000912,2024-12-11 06:00:00,SKU035,WH003,STORE004,TRANSFER_STORE,89
MV000913,2023-09-27 14:00:00,SKU046,WH003,STORE009,TRANSFER_STORE,97
MV000914,2024-06-19 12:00:00,SKU005,WH003,STORE009,TRANSFER_STORE,93
MV000915,2024-08-28 16:00:00,SKU045,WH003,STORE005,TRANSFER_STORE,41
MV000916,2023-08-28 08:00:00,SKU075,WH001,STORE007,INBOUND,36
MV000917,2023-02-28 17:00:00,SKU016,WH003,STORE002,TRANSFER_STORE,70
MV000918,2023-12-09 18:00:00,SKU058,WH003,STORE001,INBOUND,95
MV000919,2024-01-15 18:00:00,SKU042,WH003,STORE002,INBOUND,71
MV000920,2023-08-29 10:00:00,SKU060,WH003,STORE004,INBOUND,12
MV000921,2023-01-07 11:00:00,SKU056,WH002,STORE006,TRANSFER_STORE,90
MV000922,2023-01-27 16:00:00,SKU006,WH003,STORE003,TRANSFER_STORE,87
MV000923,2024-06-21 15:00:00,SKU020,WH001,STORE002,TRANSFER_STORE,93
MV000924,2023-05-29 13:00:00,SKU024,WH003,STORE007,TRANSFER_STORE,40
MV000925,2023-07-24 15:00:00,SKU067,WH002,STORE008,TRANSFER_STORE,73
MV000926,2024-03-04 17:00:00,SKU052,WH003,STORE009,INBOUND,51
MV000927,2023-03-27 11:00:00,SKU010,WH001,STORE010,TRANSFER_STORE,67
MV000928,2024-09-02 13:00:00,SKU025,WH001,STORE008,TRANSFER_STORE,52
MV000929,2024-03-15 10:00:00,SKU045,WH002,STORE002,TRANSFER_STORE,41
MV000930,2023-01-10 11:00:00,SKU078,WH001,STORE003,INBOUND,39
MV000931,2023-07-16 16:00:00,SKU001,WH001,STORE001,TRANSFER_STORE,92
MV000932,2024-11-02 17:00:00,SKU025,WH001,STORE001,TRANSFER_STORE,70
MV000933,2023-11-26 12:00:00,SKU076,WH002,STORE006,TRANSFER_STORE,37
MV000934,2024-04-06 06:00:00,SKU073,WH002,STORE003,TRANSFER_STORE,54
MV000935,2024-04-30 14:00:00,SKU009,WH002,STORE004,TRANSFER_STORE,19
MV000936,2024-09-01 13:00:00,SKU042,WH002,STORE010,TRANSFER_STORE,25
MV000937,2024-05-26 17:00:00,SKU063,WH002,STORE008,TRANSFER_STORE,40
MV000938,2023-12-14 11:00:00,SKU025,WH002,STORE005,TRANSFER_STORE,19
MV000939,2023-09-18 08:00:00,SKU048,WH002,STORE006,RETURNS,83
MV000940,2024-03-22 07:00:00,SKU055,WH002,STORE009,RETURNS,21
MV000941,2024-08-23 17:00:00,SKU066,WH002,STORE002,TRANSFER_STORE,37
MV000942,2023-01-29 09:00:00,SKU024,WH003,STORE003,INBOUND,27
MV000943,2024-06-23 10:00:00,SKU044,WH002,STORE005,INBOUND,61
MV000944,2023-05-31 08:00:00,SKU056,WH003,STORE002,RETURNS,37
MV000945,2024-05-03 09:00:00,SKU035,WH002,STORE008,TRANSFER_STORE,37
MV000946,2024-02-17 17:00:00,SKU034,WH002,STORE002,TRANSFER_STORE,73
MV000947,2023-05-14 13:00:00,SKU006,WH002,STORE004,TRANSFER_STORE,23
MV000948,2023-07-31 08:00:00,SKU049,WH003,STORE003,INBOUND,17
MV000949,2023-03-03 17:00:00,SKU016,WH003,STORE004,TRANSFER_STORE,12
MV000950,2023-06-30 08:00:00,SKU013,WH002,STORE004,TRANSFER_STORE,83
MV000951,2024-10-20 08:00:00,SKU012,WH002,STORE006,INBOUND,18
MV000952,2024-05-08 07:00:00,SKU011,WH003,STORE010,TRANSFER_STORE,56
MV000953,2023-04-19 18:00:00,SKU047,WH002,STORE010,TRANSFER_STORE,72
MV000954,2023-03-18 13:00:00,SKU060,WH002,STORE010,TRANSFER_STORE,49
MV000955,2024-01-15 16:00:00,SKU049,WH003,STORE009,TRANSFER_STORE,86
MV000956,2024-05-16 12:00:00,SKU052,WH003,STORE003,TRANSFER_STORE,95
MV000957,2024-09-13 07:00:00,SKU061,WH003,STORE001,TRANSFER_STORE,33
MV000958,2024-05-18 07:00:00,SKU040,WH002,STORE008,TRANSFER_STORE,80
MV000959,2024-03-09 08:00:00,SKU071,WH003,STORE007,TRANSFER_STORE,22
MV000960,2023-02-28 18:00:00,SKU075,WH002,STORE002,RETURNS,15
MV000961,2023-10-29 08:00:00,SKU053,WH001,STORE005,TRANSFER_STORE,83
MV000962,2024-09-23 14:00:00,SKU061,WH001,STORE010,TRANSFER_STORE,60
MV000963,2024-01-16 07:00:00,SKU022,WH002,STORE004,TRANSFER_STORE,69
MV000964,2023-10-23 10:00:00,SKU038,WH002,STORE009,INBOUND,84
MV000965,2024-07-19 12:00:00,SKU061,WH003,STORE004,INBOUND,38
MV000966,2024-08-13 14:00:00,SKU047,WH002,STORE005,INBOUND,25
MV000967,2023-08-27 06:00:00,SKU027,WH002,STORE008,INBOUND,93
MV000968,2024-01-19 08:00:00,SKU018,WH003,STORE003,TRANSFER_STORE,73
MV000969,2023-04-17 12:00:00,SKU020,WH002,STORE006,INBOUND,94
MV000970,2024-08-15 06:00:00,SKU042,WH001,STORE006,TRANSFER_STORE,64
MV000971,2023-08-01 15:00:00,SKU041,WH002,STORE007,RETURNS,38
MV000972,2023-07-03 08:00:00,SKU072,WH003,STORE009,TRANSFER_STORE,87
MV000973,2023-01-31 08:00:00,SKU058,WH002,STORE003,TRANSFER_STORE,64
MV000974,2024-02-28 15:00:00,SKU040,WH002,STORE005,TRANSFER_STORE,69
MV000975,2024-07-16 06:00:00,SKU075,WH002,STORE005,TRANSFER_STORE,50
MV000976,2023-04-08 10:00:00,SKU030,WH001,STORE005,TRANSFER_STORE,89
MV000977,2023-07-08 16:00:00,SKU012,WH003,STORE006,TRANSFER_STORE,18
MV000978,2024-02-12 10:00:00,SKU062,WH001,STORE001,TRANSFER_STORE,15
MV000979,2024-05-22 07:00:00,SKU062,WH001,STORE009,TRANSFER_STORE,38
MV000980,2023-03-04 12:00:00,SKU070,WH003,STORE003,TRANSFER_STORE,27
MV000981,2024-07-13 06:00:00,SKU015,WH003,STORE006,TRANSFER_STORE,33
MV000982,2023-03-15 13:00:00,SKU007,WH001,STORE004,RETURNS,60
MV000983,2024-04-20 18:00:00,SKU006,WH001,STORE007,TRANSFER_STORE,26
MV000984,2023-01-20 09:00:00,SKU027,WH002,STORE008,TRANSFER_STORE,30
MV000985,2023-03-24 12:00:00,SKU002,WH003,STORE004,TRANSFER_STORE,92
MV000986,2023-07-18 13:00:00,SKU006,WH001,STORE010,TRANSFER_STORE,71
MV000987,2023-02-10 11:00:00,SKU061,WH002,STORE006,TRANSFER_STORE,96
MV000988,2024-12-02 06:00:00,SKU032,WH001,STORE010,TRANSFER_STORE,84
MV000989,2023-02-03 10:00:00,SKU029,WH001,STORE007,INBOUND,99
MV000990,2024-08-20 09:00:00,SKU065,WH003,STORE010,INBOUND,63
MV000991,2023-08-02 08:00:00,SKU015,WH001,STORE007,TRANSFER_STORE,20
MV000992,2024-02-28 13:00:00,SKU010,WH003,STORE009,INBOUND,52
MV000993,2023-07-07 10:00:00,SKU010,WH001,STORE008,TRANSFER_STORE,95
MV000994,2023-10-14 12:00:00,SKU010,WH002,STORE003,TRANSFER_STORE,92
MV000995,2024-08-14 09:00:00,SKU037,WH003,STORE004,TRANSFER_STORE,17
MV000996,2023-04-26 18:00:00,SKU032,WH003,STORE009,TRANSFER_STORE,32
MV000997,2024-03-27 08:00:00,SKU036,WH002,STORE007,TRANSFER_STORE,62
MV000998,2024-07-30 10:00:00,SKU064,WH003,STORE007,INBOUND,96
MV000999,2024-03-30 12:00:00,SKU015,WH002,STORE001,TRANSFER_STORE,49
MV001000,2023-09-05 14:00:00,SKU073,WH003,STORE002,TRANSFER_STORE,18
MV001001,2023-01-06 14:00:00,SKU016,WH003,STORE001,TRANSFER_STORE,33
MV001002,2023-08-16 15:00:00,SKU046,WH003,STORE004,TRANSFER_STORE,85
MV001003,2023-02-03 17:00:00,SKU044,WH003,STORE004,TRANSFER_STORE,85
MV001004,2024-02-12 18:00:00,SKU076,WH001,STORE005,INBOUND,11
MV001005,2023-11-29 10:00:00,SKU035,WH001,STORE005,TRANSFER_STORE,79
MV001006,2023-03-04 08:00:00,SKU051,WH001,STORE001,TRANSFER_STORE,13
MV001007,2023-12-25 15:00:00,SKU058,WH003,STORE007,TRANSFER_STORE,70
MV001008,2024-09-19 14:00:00,SKU005,WH001,STORE006,INBOUND,86
MV001009,2023-11-29 07:00:00,SKU038,WH003,STORE008,INBOUND,73
MV001010,2024-12-16 15:00:00,SKU006,WH003,STORE004,TRANSFER_STORE,45
MV001011,2023-08-13 17:00:00,SKU051,WH002,STORE001,TRANSFER_STORE,50
MV001012,2024-09-11 09:00:00,SKU014,WH002,STORE003,TRANSFER_STORE,47
MV001013,2023-05-11 13:00:00,SKU048,WH002,STORE009,TRANSFER_STORE,91
MV001014,2024-12-18 08:00:00,SKU012,WH003,STORE010,TRANSFER_STORE,24
MV001015,2024-05-20 08:00:00,SKU052,WH002,STORE007,INBOUND,57
MV001016,2024-07-07 07:00:00,SKU068,WH002,STORE002,TRANSFER_STORE,39
MV001017,2023-06-13 15:00:00,SKU059,WH003,STORE003,INBOUND,72
MV001018,2023-05-01 12:00:00,SKU018,WH003,STORE002,TRANSFER_STORE,34
MV001019,2023-08-16 11:00:00,SKU053,WH001,STORE004,RETURNS,13
MV001020,2024-10-29 06:00:00,SKU031,WH003,STORE002,TRANSFER_STORE,27
MV001021,2023-11-02 18:00:00,SKU035,WH001,STORE004,TRANSFER_STORE,54
MV001022,2024-07-30 12:00:00,SKU004,WH003,STORE007,INBOUND,93
MV001023,2023-03-02 08:00:00,SKU009,WH002,STORE008,TRANSFER_STORE,94
MV001024,2024-03-16 17:00:00,SKU015,WH003,STORE010,TRANSFER_STORE,74
MV001025,2024-03-05 13:00:00,SKU042,WH001,STORE006,TRANSFER_STORE,82
MV001026,2024-02-09 16:00:00,SKU059,WH003,STORE009,TRANSFER_STORE,74
MV001027,2023-12-06 08:00:00,SKU073,WH003,STORE006,TRANSFER_STORE,36
MV001028,2024-04-09 08:00:00,SKU032,WH002,STORE003,TRANSFER_STORE,88
MV001029,2024-07-20 16:00:00,SKU080,WH003,STORE001,INBOUND,97
MV001030,2023-11-08 11:00:00,SKU045,WH002,STORE009,INBOUND,69
MV001031,2023-07-30 15:00:00,SKU005,WH001,STORE003,TRANSFER_STORE,68
MV001032,2024-05-15 10:00:00,SKU031,WH003,STORE001,RETURNS,34
MV001033,2024-09-30 17:00:00,SKU025,WH001,STORE002,INBOUND,43
MV001034,2024-10-03 15:00:00,SKU056,WH003,STORE003,TRANSFER_STORE,59
MV001035,2024-01-18 06:00:00,SKU001,WH002,STORE008,INBOUND,64
MV001036,2024-04-08 17:00:00,SKU061,WH003,STORE008,INBOUND,19
MV001037,2023-01-01 14:00:00,SKU067,WH002,STORE002,TRANSFER_STORE,67
MV001038,2024-07-13 12:00:00,SKU067,WH001,STORE006,TRANSFER_STORE,98
MV001039,2023-11-05 06:00:00,SKU042,WH001,STORE002,INBOUND,12
MV001040,2024-03-04 17:00:00,SKU059,WH002,STORE007,TRANSFER_STORE,95
MV001041,2024-05-22 11:00:00,SKU050,WH003,STORE010,INBOUND,97
MV001042,2024-02-27 06:00:00,SKU077,WH002,STORE003,TRANSFER_STORE,65
MV001043,2023-06-23 06:00:00,SKU034,WH002,STORE008,TRANSFER_STORE,36
MV001044,2024-07-12 06:00:00,SKU068,WH002,STORE003,TRANSFER_STORE,99
MV001045,2024-11-12 17:00:00,SKU054,WH002,STORE010,TRANSFER_STORE,25
MV001046,2023-04-16 15:00:00,SKU014,WH001,STORE006,INBOUND,47
