customer_id,customer_taxonomies,acquisition_channel,is_loyalty_member,registration_date,province
CUST453,regular,TikTok,0,2024-09-26,สิงห์บุรี
CUST454,high_value,Walk-in,0,2025-05-08,นครพนม
CUST455,regular,Organic,0,2026-04-04,สมุทรปราการ
CUST456,high_value,Organic,1,2025-11-12,ปัตตานี
CUST457,occasional,FB Ads,1,2025-06-17,ลำปาง
CUST458,high_value,Walk-in,1,2024-05-26,สุรินทร์
CUST459,high_value,Organic,1,2025-02-19,สมุทรปราการ
CUST460,occasional,Walk-in,0,2026-03-05,ชัยภูมิ
CUST461,new,Organic,1,2024-10-31,อุบลราชธานี
CUST462,occasional,TikTok,1,2023-12-09,ปัตตานี
CUST463,high_value,Organic,0,2026-06-04,กทม.
CUST464,occasional,Walk-in,0,2025-02-23,แม่ฮ่องสอน
CUST465,high_value,TikTok,0,2024-05-01,กาญจนบุรี
CUST466,new,TikTok,0,2024-05-12,สมุทรปราการ
CUST467,new,TikTok,1,2023-12-23,หนองบัวลำภู
CUST468,high_value,Walk-in,1,2025-01-06,บึงกาฬ
CUST469,new,FB Ads,0,2025-06-18,สมุทรสาคร
CUST470,occasional,FB Ads,0,2025-11-16,พัทลุง
CUST471,new,FB Ads,1,2025-02-25,แม่ฮ่องสอน
CUST472,regular,Walk-in,0,2025-04-23,มุกดาหาร
CUST473,new,TikTok,1,2025-06-07,สตูล
CUST474,regular,FB Ads,1,2023-10-09,สตูล
CUST475,occasional,Walk-in,0,2025-06-08,กาญจนบุรี
CUST476,new,FB Ads,0,2026-04-29,ปัตตานี
CUST477,new,Organic,0,2024-10-09,ยโสธร
CUST478,new,FB Ads,1,2025-05-04,ขอนแก่น
CUST479,occasional,FB Ads,0,2024-10-12,นครศรีธรรมราช
CUST480,occasional,TikTok,1,2025-05-23,พะเยา
CUST481,regular,Walk-in,1,2023-10-24,นราธิวาส
CUST482,high_value,TikTok,0,2025-07-17,กรุงเทพมหานคร
CUST483,occasional,TikTok,0,2025-12-28,ตราด
CUST484,new,TikTok,0,2023-07-25,พระนครศรีอยุธยา
CUST485,regular,TikTok,0,2026-02-03,อำนาจเจริญ
CUST486,new,TikTok,0,2024-01-10,ขอนแก่น
CUST487,new,FB Ads,0,2025-11-26,อ่างทอง
CUST488,occasional,TikTok,1,2026-02-04,สงขลา
CUST489,high_value,TikTok,0,2024-07-31,กำแพงเพชร
CUST490,new,Walk-in,1,2023-09-03,ราชบุรี
CUST491,occasional,Organic,1,2026-05-20,เพชรบูรณ์
CUST492,regular,FB Ads,0,2023-07-29,ตราด
CUST493,new,FB Ads,0,2026-03-26,มหาสารคาม
CUST494,regular,FB Ads,1,2025-12-03,กระบี่
CUST495,occasional,TikTok,1,2024-04-13,กรุงเทพมหานคร
CUST496,occasional,TikTok,0,2024-07-14,อุตรดิตถ์
CUST497,occasional,TikTok,1,2024-07-15,สุรินทร์
CUST498,occasional,Walk-in,0,2025-02-16,จันทบุรี
CUST499,occasional,Organic,0,2026-05-13,ภูเก็ต
CUST500,high_value,TikTok,0,2023-12-01,ลำปาง
