po_id,datetime,product_id,qty,customer_id,promotion_id,store_id,price
PO002085,2024-05-16 11:36:00,SKU057,1,CUST044,PROMO004,STORE010,89.82
PO002086,2023-07-11 16:22:00,SKU023,2,CUST370,PROMO011,STORE009,181.47
PO002087,2023-11-28 19:29:00,SKU045,2,CUST254,NO_PROMO,STORE001,166.45
PO002088,2023-10-09 21:53:00,SKU044,2,CUST425,PROMO027,STORE009,459.19
PO002089,2024-09-05 21:35:00,SKU047,1,CUST413,NO_PROMO,STORE004,190.27
PO002090,2023-06-14 09:33:00,SKU040,3,CUST359,NO_PROMO,STORE007,248.07
PO002091,2023-06-08 15:18:00,SKU051,3,CUST134,NO_PROMO,STORE006,486.31
PO002092,2023-09-27 16:23:00,SKU042,2,CUST056,NO_PROMO,STORE009,272.83
PO002093,2024-04-09 08:49:00,SKU007,1,CUST014,NO_PROMO,STORE002,76.14
PO002094,2024-10-15 16:24:00,SKU050,1,CUST178,NO_PROMO,STORE002,133.18
PO002095,2023-07-09 08:39:00,SKU048,1,CUST462,NO_PROMO,STORE007,284.03
PO002096,2024-01-08 20:39:00,SKU006,1,CUST101,PROMO019,STORE009,120.2
PO002097,2023-09-02 13:46:00,SKU009,1,CUST180,NO_PROMO,STORE005,320.5
PO002098,2023-03-06 18:34:00,SKU057,4,CUST472,NO_PROMO,STORE007,89.82
PO002099,2024-02-01 11:33:00,SKU031,3,CUST461,NO_PROMO,STORE008,323.4
PO002100,2024-11-30 15:49:00,SKU021,2,CUST257,NO_PROMO,STORE008,325.33
PO002101,2024-07-18 10:39:00,SKU040,2,CUST268,NO_PROMO,STORE004,248.07
PO002102,2023-10-17 13:26:00,SKU045,1,CUST371,PROMO029,STORE010,166.45
PO002103,2024-10-18 13:07:00,SKU077,5,CUST362,NO_PROMO,STORE007,397.07
PO002104,2023-04-09 16:42:00,SKU049,1,CUST408,NO_PROMO,STORE001,296.02
PO002105,2023-03-10 08:53:00,SKU020,1,CUST037,NO_PROMO,STORE004,181.05
PO002106,2023-05-13 10:55:00,SKU017,1,CUST468,NO_PROMO,STORE005,186.91
PO002107,2023-02-02 11:06:00,SKU028,3,CUST454,NO_PROMO,STORE010,281.41
PO002108,2024-05-12 11:06:00,SKU041,3,CUST204,NO_PROMO,STORE007,104.92
PO002109,2023-02-02 17:41:00,SKU066,1,CUST469,NO_PROMO,STORE006,294.21
PO002110,2024-02-02 18:31:00,SKU025,3,CUST259,NO_PROMO,STORE004,255.23
PO002111,2024-06-22 17:44:00,SKU058,1,CUST155,NO_PROMO,STORE003,138.19
PO002112,2024-08-27 12:03:00,SKU041,1,CUST238,NO_PROMO,STORE006,104.92
PO002113,2024-01-11 11:38:00,SKU006,3,CUST309,PROMO025,STORE010,120.2
PO002114,2023-03-14 08:59:00,SKU075,3,CUST100,NO_PROMO,STORE005,368.09
PO002115,2023-08-02 18:31:00,SKU038,2,CUST273,NO_PROMO,STORE003,93.95
PO002116,2023-03-23 15:51:00,SKU006,2,CUST113,NO_PROMO,STORE004,120.2
PO002117,2024-10-16 08:23:00,SKU045,3,CUST110,NO_PROMO,STORE002,166.45
PO002118,2024-07-25 19:56:00,SKU075,3,CUST143,NO_PROMO,STORE009,368.09
PO002119,2024-03-01 21:23:00,SKU014,3,CUST167,NO_PROMO,STORE007,145.55
PO002120,2024-12-26 08:52:00,SKU066,2,CUST260,PROMO002,STORE010,294.21
PO002121,2024-09-23 12:33:00,SKU040,4,CUST145,NO_PROMO,STORE003,248.07
PO002122,2023-02-11 19:04:00,SKU003,5,CUST230,NO_PROMO,STORE008,379.4
PO002123,2023-11-08 09:13:00,SKU024,1,CUST395,NO_PROMO,STORE008,214.86
PO002124,2024-06-15 09:06:00,SKU019,3,CUST268,NO_PROMO,STORE001,244.38
PO002125,2023-08-25 16:24:00,SKU018,1,CUST495,NO_PROMO,STORE005,286.14
PO002126,2023-07-14 11:33:00,SKU064,1,CUST032,NO_PROMO,STORE005,210.54
PO002127,2024-11-03 11:36:00,SKU035,2,CUST411,PROMO003,STORE003,484.53
PO002128,2024-10-02 10:35:00,SKU062,1,CUST428,NO_PROMO,STORE002,172.11
PO002129,2024-07-25 14:47:00,SKU001,2,CUST299,NO_PROMO,STORE001,218.54
PO002130,2023-04-19 20:40:00,SKU025,3,CUST219,NO_PROMO,STORE004,255.23
PO002131,2024-08-13 13:43:00,SKU045,1,CUST177,NO_PROMO,STORE010,166.45
PO002132,2024-04-14 19:42:00,SKU049,1,CUST104,PROMO002,STORE002,296.02
PO002133,2024-03-13 09:10:00,SKU016,4,CUST236,PROMO029,STORE005,132.53
PO002134,2023-07-04 16:25:00,SKU019,1,CUST093,PROMO019,STORE010,244.38
PO002135,2024-05-31 13:42:00,SKU023,1,CUST201,PROMO017,STORE002,181.47
PO002136,2023-06-11 16:38:00,SKU025,1,CUST299,NO_PROMO,STORE001,255.23
PO002137,2024-03-29 13:57:00,SKU016,2,CUST387,PROMO024,STORE010,132.53
PO002138,2023-11-19 16:20:00,SKU054,2,CUST231,NO_PROMO,STORE010,452.67
PO002139,2024-01-16 14:48:00,SKU073,3,CUST413,PROMO025,STORE010,52.48
PO002140,2024-10-10 14:52:00,SKU001,1,CUST255,NO_PROMO,STORE010,218.54
PO002141,2023-11-28 17:15:00,SKU042,3,CUST085,NO_PROMO,STORE009,272.83
PO002142,2024-07-30 16:13:00,SKU019,2,CUST035,NO_PROMO,STORE002,244.38
PO002143,2024-01-20 20:35:00,SKU034,1,CUST117,NO_PROMO,STORE010,477.0
PO002144,2023-09-18 13:28:00,SKU080,2,CUST176,NO_PROMO,STORE004,102.14
PO002145,2024-04-03 14:00:00,SKU055,2,CUST458,PROMO010,STORE003,319.05
PO002146,2023-02-05 12:38:00,SKU018,2,CUST471,NO_PROMO,STORE001,286.14
PO002147,2023-01-17 16:08:00,SKU034,1,CUST423,NO_PROMO,STORE008,477.0
PO002148,2023-11-06 08:19:00,SKU045,1,CUST473,PROMO013,STORE002,166.45
PO002149,2023-08-16 11:54:00,SKU006,1,CUST408,NO_PROMO,STORE008,120.2
PO002150,2023-11-19 08:49:00,SKU021,1,CUST276,PROMO023,STORE001,325.33
PO002151,2024-12-07 21:17:00,SKU070,2,CUST399,NO_PROMO,STORE006,494.1
PO002152,2024-07-20 16:35:00,SKU048,1,CUST085,PROMO005,STORE004,284.03
PO002153,2024-08-07 17:09:00,SKU039,3,CUST117,PROMO010,STORE003,357.9
PO002154,2023-04-07 08:29:00,SKU031,1,CUST362,NO_PROMO,STORE001,323.4
PO002155,2023-12-31 10:08:00,SKU010,1,CUST204,NO_PROMO,STORE010,368.63
PO002156,2023-09-29 13:56:00,SKU030,2,CUST146,NO_PROMO,STORE001,70.9
PO002157,2024-08-19 11:14:00,SKU018,1,CUST444,PROMO026,STORE007,286.14
PO002158,2023-09-20 20:19:00,SKU060,3,CUST215,NO_PROMO,STORE006,196.4
PO002159,2023-04-05 17:25:00,SKU073,1,CUST105,NO_PROMO,STORE003,52.48
PO002160,2024-08-05 11:46:00,SKU015,1,CUST349,NO_PROMO,STORE002,131.82
PO002161,2023-03-21 19:20:00,SKU004,3,CUST297,NO_PROMO,STORE010,319.4
PO002162,2024-05-09 10:31:00,SKU063,2,CUST356,NO_PROMO,STORE003,422.93
PO002163,2024-12-07 19:36:00,SKU040,1,CUST069,PROMO007,STORE008,248.07
PO002164,2023-04-08 17:41:00,SKU009,1,CUST487,NO_PROMO,STORE007,320.5
PO002165,2023-11-04 08:46:00,SKU009,2,CUST474,PROMO009,STORE007,320.5
PO002166,2024-08-13 14:05:00,SKU026,5,CUST255,NO_PROMO,STORE005,403.33
PO002167,2023-02-27 20:21:00,SKU004,3,CUST231,PROMO023,STORE010,319.4
PO002168,2023-12-23 21:27:00,SKU016,1,CUST203,NO_PROMO,STORE003,132.53
PO002169,2024-03-02 21:07:00,SKU015,5,CUST362,PROMO029,STORE001,131.82
PO002170,2023-08-21 19:41:00,SKU052,1,CUST395,NO_PROMO,STORE001,398.81
PO002171,2024-09-08 08:40:00,SKU069,1,CUST248,PROMO022,STORE006,83.55
PO002172,2024-10-09 14:03:00,SKU005,3,CUST440,NO_PROMO,STORE004,120.21
PO002173,2023-11-09 16:02:00,SKU020,1,CUST402,PROMO012,STORE007,181.05
PO002174,2023-11-23 16:36:00,SKU079,1,CUST396,NO_PROMO,STORE010,211.31
PO002175,2023-06-03 13:32:00,SKU018,1,CUST249,NO_PROMO,STORE010,286.14
PO002176,2024-12-15 11:09:00,SKU002,1,CUST144,NO_PROMO,STORE010,477.82
PO002177,2023-02-21 18:46:00,SKU013,2,CUST283,PROMO007,STORE001,424.6
PO002178,2024-02-07 15:48:00,SKU004,2,CUST356,PROMO021,STORE006,319.4
PO002179,2024-09-01 17:32:00,SKU042,1,CUST401,NO_PROMO,STORE007,272.83
PO002180,2023-04-03 11:27:00,SKU074,2,CUST241,PROMO013,STORE001,416.96
PO002181,2023-10-24 20:25:00,SKU061,4,CUST341,PROMO016,STORE002,224.9
PO002182,2023-06-01 10:21:00,SKU008,3,CUST375,NO_PROMO,STORE009,439.78
PO002183,2023-03-26 15:36:00,SKU067,1,CUST229,PROMO028,STORE009,113.42
PO002184,2023-02-20 16:25:00,SKU063,5,CUST031,PROMO023,STORE006,422.93
PO002185,2023-09-26 09:25:00,SKU009,2,CUST109,NO_PROMO,STORE004,320.5
PO002186,2024-05-28 14:49:00,SKU011,1,CUST419,NO_PROMO,STORE007,59.26
PO002187,2024-12-15 10:48:00,SKU042,1,CUST027,PROMO015,STORE005,272.83
PO002188,2023-05-19 15:35:00,SKU013,1,CUST343,NO_PROMO,STORE003,424.6
PO002189,2023-07-22 15:25:00,SKU036,2,CUST160,NO_PROMO,STORE004,413.78
PO002190,2024-10-29 17:12:00,SKU013,1,CUST017,NO_PROMO,STORE002,424.6
PO002191,2024-07-28 17:47:00,SKU012,2,CUST267,PROMO011,STORE006,486.46
PO002192,2024-06-20 11:15:00,SKU037,1,CUST129,NO_PROMO,STORE003,187.08
PO002193,2023-03-15 12:49:00,SKU074,4,CUST220,NO_PROMO,STORE007,416.96
PO002194,2024-03-16 13:43:00,SKU073,1,CUST082,NO_PROMO,STORE004,52.48
PO002195,2024-08-12 09:07:00,SKU052,4,CUST049,PROMO024,STORE008,398.81
PO002196,2024-11-18 14:27:00,SKU071,4,CUST041,PROMO004,STORE001,397.51
PO002197,2024-01-10 13:12:00,SKU002,1,CUST020,NO_PROMO,STORE009,477.82
PO002198,2023-11-25 13:38:00,SKU056,1,CUST327,NO_PROMO,STORE003,464.84
PO002199,2024-11-02 08:49:00,SKU060,1,CUST037,NO_PROMO,STORE003,196.4
PO002200,2023-11-09 10:22:00,SKU023,4,CUST382,NO_PROMO,STORE005,181.47
PO002201,2024-09-23 21:51:00,SKU040,2,CUST400,NO_PROMO,STORE010,248.07
PO002202,2024-03-28 17:09:00,SKU064,1,CUST039,NO_PROMO,STORE001,210.54
PO002203,2024-03-27 08:59:00,SKU023,1,CUST109,PROMO027,STORE003,181.47
PO002204,2023-08-28 11:43:00,SKU029,1,CUST429,NO_PROMO,STORE004,316.59
PO002205,2024-01-18 10:48:00,SKU078,4,CUST064,NO_PROMO,STORE002,83.32
PO002206,2023-03-29 09:47:00,SKU051,2,CUST175,NO_PROMO,STORE006,486.31
PO002207,2023-02-25 11:39:00,SKU069,3,CUST279,NO_PROMO,STORE010,83.55
PO002208,2023-06-01 21:53:00,SKU031,1,CUST032,NO_PROMO,STORE004,323.4
PO002209,2023-10-22 08:21:00,SKU050,1,CUST433,NO_PROMO,STORE001,133.18
PO002210,2024-12-11 20:07:00,SKU020,5,CUST209,PROMO029,STORE003,181.05
PO002211,2023-11-09 15:30:00,SKU055,1,CUST379,NO_PROMO,STORE007,319.05
PO002212,2023-01-24 13:13:00,SKU002,4,CUST019,NO_PROMO,STORE003,477.82
PO002213,2024-07-04 11:13:00,SKU025,1,CUST106,PROMO001,STORE006,255.23
PO002214,2024-07-13 16:48:00,SKU013,1,CUST482,NO_PROMO,STORE006,424.6
PO002215,2023-09-22 16:30:00,SKU070,2,CUST206,PROMO013,STORE001,494.1
PO002216,2024-09-29 19:09:00,SKU067,5,CUST247,NO_PROMO,STORE002,113.42
PO002217,2024-12-12 19:42:00,SKU058,4,CUST323,NO_PROMO,STORE010,138.19
PO002218,2023-01-19 14:37:00,SKU075,1,CUST167,NO_PROMO,STORE006,368.09
PO002219,2024-11-10 16:02:00,SKU064,1,CUST089,NO_PROMO,STORE002,210.54
PO002220,2023-09-19 10:03:00,SKU069,2,CUST316,NO_PROMO,STORE002,83.55
PO002221,2023-10-18 11:50:00,SKU059,2,CUST011,NO_PROMO,STORE004,70.35
PO002222,2024-12-14 17:17:00,SKU060,2,CUST049,PROMO019,STORE008,196.4
PO002223,2023-02-24 15:41:00,SKU062,1,CUST399,NO_PROMO,STORE006,172.11
PO002224,2023-01-09 09:24:00,SKU016,4,CUST384,PROMO024,STORE008,132.53
PO002225,2024-11-07 12:42:00,SKU068,2,CUST467,PROMO011,STORE004,410.99
PO002226,2024-11-06 13:55:00,SKU015,3,CUST061,PROMO006,STORE003,131.82
PO002227,2023-04-21 08:18:00,SKU055,2,CUST171,PROMO003,STORE007,319.05
PO002228,2024-10-26 14:14:00,SKU035,1,CUST143,NO_PROMO,STORE007,484.53
PO002229,2024-01-25 16:45:00,SKU055,5,CUST207,NO_PROMO,STORE002,319.05
PO002230,2023-04-12 13:31:00,SKU014,2,CUST486,PROMO019,STORE001,145.55
PO002231,2024-09-03 16:05:00,SKU049,3,CUST463,NO_PROMO,STORE008,296.02
PO002232,2023-07-10 11:32:00,SKU007,4,CUST201,PROMO013,STORE003,76.14
PO002233,2024-04-13 16:59:00,SKU030,2,CUST005,NO_PROMO,STORE006,70.9
PO002234,2024-12-30 08:02:00,SKU049,2,CUST211,NO_PROMO,STORE007,296.02
PO002235,2023-09-11 16:19:00,SKU016,1,CUST472,PROMO003,STORE008,132.53
PO002236,2023-12-08 15:25:00,SKU051,1,CUST029,NO_PROMO,STORE006,486.31
PO002237,2023-06-10 08:22:00,SKU072,1,CUST190,NO_PROMO,STORE007,139.42
PO002238,2024-12-01 13:22:00,SKU080,1,CUST188,NO_PROMO,STORE005,102.14
PO002239,2024-10-02 12:15:00,SKU042,1,CUST325,PROMO029,STORE003,272.83
PO002240,2024-05-28 12:51:00,SKU017,1,CUST255,NO_PROMO,STORE002,186.91
PO002241,2023-03-05 18:16:00,SKU063,1,CUST150,NO_PROMO,STORE007,422.93
PO002242,2024-02-01 21:01:00,SKU045,1,CUST013,PROMO014,STORE008,166.45
PO002243,2024-07-22 12:14:00,SKU077,1,CUST434,PROMO011,STORE008,397.07
PO002244,2023-06-05 13:57:00,SKU007,1,CUST372,NO_PROMO,STORE003,76.14
PO002245,2024-02-07 18:08:00,SKU027,2,CUST497,PROMO024,STORE002,139.85
PO002246,2023-03-31 19:24:00,SKU010,2,CUST431,PROMO014,STORE009,368.63
PO002247,2024-06-17 18:39:00,SKU034,1,CUST366,NO_PROMO,STORE006,477.0
PO002248,2024-10-02 18:14:00,SKU036,2,CUST157,NO_PROMO,STORE010,413.78
PO002249,2024-03-03 11:36:00,SKU025,3,CUST080,PROMO028,STORE003,255.23
PO002250,2023-06-06 14:19:00,SKU006,1,CUST356,PROMO028,STORE005,120.2
PO002251,2024-09-11 13:28:00,SKU024,2,CUST273,NO_PROMO,STORE001,214.86
PO002252,2024-07-09 10:13:00,SKU018,4,CUST148,PROMO015,STORE002,286.14
PO002253,2024-10-30 10:37:00,SKU006,3,CUST206,NO_PROMO,STORE009,120.2
PO002254,2024-07-08 18:51:00,SKU029,1,CUST114,NO_PROMO,STORE010,316.59
PO002255,2023-07-27 21:08:00,SKU025,2,CUST006,NO_PROMO,STORE010,255.23
PO002256,2023-11-13 19:45:00,SKU055,1,CUST278,PROMO007,STORE003,319.05
PO002257,2024-06-20 10:27:00,SKU046,2,CUST232,NO_PROMO,STORE008,348.14
PO002258,2023-05-29 18:59:00,SKU024,5,CUST137,PROMO015,STORE010,214.86
PO002259,2024-08-01 10:20:00,SKU075,2,CUST160,NO_PROMO,STORE008,368.09
PO002260,2023-03-11 16:34:00,SKU026,4,CUST344,NO_PROMO,STORE005,403.33
PO002261,2023-05-02 10:20:00,SKU028,1,CUST289,PROMO024,STORE008,281.41
PO002262,2023-05-30 19:01:00,SKU003,5,CUST205,NO_PROMO,STORE002,379.4
PO002263,2023-11-23 14:26:00,SKU075,2,CUST483,NO_PROMO,STORE002,368.09
PO002264,2023-11-07 15:47:00,SKU038,1,CUST326,PROMO024,STORE004,93.95
PO002265,2024-10-14 19:17:00,SKU061,2,CUST305,PROMO019,STORE008,224.9
PO002266,2023-06-05 20:12:00,SKU078,1,CUST360,PROMO002,STORE002,83.32
PO002267,2023-04-20 10:11:00,SKU051,1,CUST158,NO_PROMO,STORE004,486.31
PO002268,2023-01-27 20:39:00,SKU048,3,CUST358,NO_PROMO,STORE008,284.03
PO002269,2024-09-23 12:38:00,SKU021,1,CUST400,NO_PROMO,STORE003,325.33
PO002270,2024-08-03 17:14:00,SKU054,3,CUST449,PROMO013,STORE008,452.67
PO002271,2024-09-02 11:14:00,SKU056,1,CUST106,PROMO021,STORE002,464.84
PO002272,2024-12-04 08:22:00,SKU059,1,CUST082,NO_PROMO,STORE001,70.35
PO002273,2023-03-23 19:49:00,SKU072,5,CUST342,NO_PROMO,STORE006,139.42
PO002274,2024-05-03 10:32:00,SKU051,1,CUST474,NO_PROMO,STORE008,486.31
PO002275,2024-09-11 15:45:00,SKU020,2,CUST270,NO_PROMO,STORE009,181.05
PO002276,2024-10-27 13:11:00,SKU059,2,CUST440,NO_PROMO,STORE010,70.35
PO002277,2024-02-01 15:30:00,SKU071,2,CUST421,PROMO010,STORE008,397.51
PO002278,2023-05-21 10:12:00,SKU009,4,CUST049,NO_PROMO,STORE002,320.5
PO002279,2023-08-20 08:26:00,SKU001,2,CUST206,NO_PROMO,STORE001,218.54
PO002280,2023-01-16 12:26:00,SKU029,1,CUST218,PROMO009,STORE007,316.59
PO002281,2023-08-16 19:42:00,SKU063,3,CUST306,NO_PROMO,STORE007,422.93
PO002282,2023-07-27 20:13:00,SKU072,1,CUST164,PROMO030,STORE003,139.42
PO002283,2023-03-09 10:59:00,SKU056,2,CUST436,NO_PROMO,STORE006,464.84
PO002284,2024-03-25 21:39:00,SKU068,4,CUST279,NO_PROMO,STORE007,410.99
PO002285,2024-05-16 19:20:00,SKU035,2,CUST322,NO_PROMO,STORE009,484.53
PO002286,2024-04-13 11:27:00,SKU003,3,CUST231,NO_PROMO,STORE001,379.4
PO002287,2024-02-19 20:02:00,SKU007,2,CUST199,NO_PROMO,STORE003,76.14
PO002288,2024-09-14 19:52:00,SKU027,3,CUST487,NO_PROMO,STORE005,139.85
PO002289,2024-01-25 19:20:00,SKU001,4,CUST429,PROMO002,STORE003,218.54
PO002290,2024-02-08 17:47:00,SKU080,1,CUST371,NO_PROMO,STORE008,102.14
PO002291,2024-08-08 17:34:00,SKU071,1,CUST214,PROMO026,STORE010,397.51
PO002292,2024-06-21 18:56:00,SKU044,1,CUST284,NO_PROMO,STORE006,459.19
PO002293,2024-12-22 20:02:00,SKU041,2,CUST486,PROMO027,STORE002,104.92
PO002294,2024-06-17 09:28:00,SKU075,1,CUST276,PROMO002,STORE001,368.09
PO002295,2024-04-12 21:56:00,SKU042,1,CUST433,PROMO016,STORE010,272.83
PO002296,2023-02-13 11:33:00,SKU033,1,CUST185,NO_PROMO,STORE005,79.27
PO002297,2024-07-04 14:47:00,SKU050,4,CUST210,NO_PROMO,STORE009,133.18
PO002298,2023-02-10 16:24:00,SKU063,2,CUST121,PROMO011,STORE010,422.93
PO002299,2024-06-12 20:40:00,SKU037,1,CUST216,PROMO012,STORE009,187.08
PO002300,2023-02-20 11:18:00,SKU059,1,CUST097,NO_PROMO,STORE001,70.35
PO002301,2024-03-26 14:56:00,SKU048,1,CUST443,PROMO004,STORE003,284.03
PO002302,2023-11-08 20:52:00,SKU005,1,CUST119,NO_PROMO,STORE006,120.21
PO002303,2023-10-20 15:10:00,SKU048,1,CUST365,PROMO022,STORE005,284.03
PO002304,2024-03-08 12:39:00,SKU003,4,CUST282,NO_PROMO,STORE004,379.4
PO002305,2023-02-25 19:33:00,SKU047,5,CUST403,PROMO015,STORE002,190.27
PO002306,2023-05-26 15:53:00,SKU062,1,CUST496,NO_PROMO,STORE004,172.11
PO002307,2024-10-23 15:05:00,SKU014,1,CUST106,NO_PROMO,STORE005,145.55
PO002308,2024-05-27 09:11:00,SKU063,1,CUST397,PROMO007,STORE002,422.93
PO002309,2024-08-22 19:34:00,SKU061,1,CUST458,NO_PROMO,STORE010,224.9
PO002310,2023-05-19 14:26:00,SKU031,1,CUST318,NO_PROMO,STORE001,323.4
PO002311,2023-11-28 15:01:00,SKU017,1,CUST382,PROMO025,STORE007,186.91
PO002312,2023-07-03 15:37:00,SKU024,1,CUST142,NO_PROMO,STORE007,214.86
PO002313,2024-12-30 11:56:00,SKU023,3,CUST457,NO_PROMO,STORE008,181.47
PO002314,2024-04-10 09:16:00,SKU050,2,CUST395,NO_PROMO,STORE010,133.18
PO002315,2023-11-28 19:41:00,SKU078,2,CUST323,PROMO016,STORE006,83.32
PO002316,2024-12-29 20:10:00,SKU079,1,CUST488,PROMO029,STORE001,211.31
PO002317,2023-05-07 09:07:00,SKU079,4,CUST268,PROMO021,STORE008,211.31
PO002318,2024-12-24 15:40:00,SKU070,4,CUST291,NO_PROMO,STORE002,494.1
PO002319,2024-01-07 09:33:00,SKU027,1,CUST487,NO_PROMO,STORE003,139.85
PO002320,2024-12-25 14:46:00,SKU015,1,CUST366,NO_PROMO,STORE008,131.82
PO002321,2024-06-07 17:10:00,SKU050,2,CUST167,NO_PROMO,STORE004,133.18
PO002322,2024-01-23 16:24:00,SKU036,1,CUST160,PROMO010,STORE005,413.78
PO002323,2023-02-14 20:10:00,SKU008,1,CUST231,NO_PROMO,STORE009,439.78
PO002324,2023-12-10 17:55:00,SKU079,2,CUST014,PROMO012,STORE007,211.31
PO002325,2024-11-06 21:09:00,SKU003,2,CUST492,NO_PROMO,STORE010,379.4
PO002326,2023-06-16 21:09:00,SKU062,1,CUST193,NO_PROMO,STORE007,172.11
PO002327,2023-07-03 20:45:00,SKU047,2,CUST155,NO_PROMO,STORE001,190.27
PO002328,2023-02-22 14:19:00,SKU077,4,CUST101,PROMO008,STORE001,397.07
PO002329,2023-11-13 19:49:00,SKU061,1,CUST060,NO_PROMO,STORE008,224.9
PO002330,2024-04-01 12:40:00,SKU032,2,CUST043,NO_PROMO,STORE010,126.74
PO002331,2023-07-05 09:57:00,SKU013,1,CUST193,NO_PROMO,STORE001,424.6
PO002332,2023-05-15 11:00:00,SKU001,1,CUST311,NO_PROMO,STORE010,218.54
PO002333,2024-09-29 20:16:00,SKU034,2,CUST109,PROMO019,STORE002,477.0
PO002334,2023-01-13 15:31:00,SKU062,1,CUST093,NO_PROMO,STORE004,172.11
PO002335,2024-05-25 16:51:00,SKU079,1,CUST216,NO_PROMO,STORE009,211.31
PO002336,2023-01-06 17:56:00,SKU078,1,CUST465,PROMO016,STORE007,83.32
PO002337,2024-05-20 11:13:00,SKU071,2,CUST163,PROMO017,STORE007,397.51
PO002338,2024-08-25 18:30:00,SKU031,2,CUST351,NO_PROMO,STORE010,323.4
PO002339,2024-04-09 14:28:00,SKU064,1,CUST234,NO_PROMO,STORE007,210.54
PO002340,2023-03-23 17:38:00,SKU025,2,CUST416,PROMO013,STORE005,255.23
PO002341,2023-01-07 11:56:00,SKU038,1,CUST403,PROMO022,STORE001,93.95
PO002342,2024-07-14 12:39:00,SKU014,2,CUST351,PROMO027,STORE005,145.55
PO002343,2024-10-05 16:52:00,SKU008,1,CUST167,NO_PROMO,STORE008,439.78
PO002344,2023-08-01 08:11:00,SKU054,2,CUST148,NO_PROMO,STORE007,452.67
PO002345,2023-06-01 08:41:00,SKU002,5,CUST028,NO_PROMO,STORE007,477.82
PO002346,2023-12-24 08:09:00,SKU078,4,CUST259,PROMO017,STORE002,83.32
PO002347,2023-02-03 18:36:00,SKU056,1,CUST416,NO_PROMO,STORE001,464.84
PO002348,2024-09-09 12:21:00,SKU061,3,CUST086,PROMO008,STORE004,224.9
PO002349,2023-03-31 08:06:00,SKU022,1,CUST108,NO_PROMO,STORE008,112.77
PO002350,2024-03-02 10:10:00,SKU035,4,CUST442,PROMO020,STORE001,484.53
PO002351,2024-11-19 12:39:00,SKU016,1,CUST438,NO_PROMO,STORE002,132.53
PO002352,2024-11-07 19:44:00,SKU050,1,CUST426,NO_PROMO,STORE007,133.18
PO002353,2024-09-01 17:50:00,SKU043,1,CUST117,NO_PROMO,STORE005,65.47
PO002354,2024-07-29 10:29:00,SKU017,1,CUST364,PROMO030,STORE006,186.91
PO002355,2024-08-15 13:59:00,SKU080,2,CUST015,NO_PROMO,STORE008,102.14
PO002356,2023-02-06 09:49:00,SKU058,4,CUST486,NO_PROMO,STORE009,138.19
PO002357,2023-11-03 13:23:00,SKU002,2,CUST211,PROMO029,STORE008,477.82
PO002358,2024-01-24 21:04:00,SKU004,2,CUST318,PROMO025,STORE001,319.4
PO002359,2024-03-13 21:35:00,SKU039,3,CUST031,NO_PROMO,STORE004,357.9
PO002360,2023-03-08 12:30:00,SKU006,1,CUST445,PROMO020,STORE005,120.2
PO002361,2023-05-18 09:44:00,SKU069,1,CUST282,NO_PROMO,STORE009,83.55
PO002362,2023-10-09 13:33:00,SKU069,1,CUST453,PROMO010,STORE006,83.55
PO002363,2024-02-28 16:13:00,SKU020,1,CUST185,NO_PROMO,STORE006,181.05
PO002364,2024-12-13 11:39:00,SKU064,1,CUST404,NO_PROMO,STORE003,210.54
PO002365,2023-03-01 09:36:00,SKU016,1,CUST066,PROMO012,STORE002,132.53
PO002366,2024-10-06 16:05:00,SKU051,1,CUST405,NO_PROMO,STORE002,486.31
PO002367,2024-05-10 19:44:00,SKU037,1,CUST371,NO_PROMO,STORE007,187.08
PO002368,2024-09-11 20:45:00,SKU073,4,CUST316,PROMO022,STORE005,52.48
PO002369,2023-10-22 14:38:00,SKU069,1,CUST063,NO_PROMO,STORE010,83.55
PO002370,2023-11-21 12:33:00,SKU042,2,CUST435,NO_PROMO,STORE001,272.83
PO002371,2024-08-11 17:22:00,SKU057,2,CUST228,PROMO010,STORE005,89.82
PO002372,2023-05-13 17:36:00,SKU066,2,CUST476,NO_PROMO,STORE001,294.21
PO002373,2024-05-23 16:46:00,SKU009,1,CUST468,NO_PROMO,STORE009,320.5
PO002374,2024-10-09 15:31:00,SKU064,1,CUST101,PROMO011,STORE008,210.54
PO002375,2023-07-04 17:14:00,SKU022,1,CUST423,NO_PROMO,STORE004,112.77
PO002376,2024-12-26 12:12:00,SKU034,1,CUST356,NO_PROMO,STORE001,477.0
PO002377,2023-01-02 09:01:00,SKU055,1,CUST139,NO_PROMO,STORE008,319.05
PO002378,2024-04-21 18:50:00,SKU029,2,CUST119,PROMO028,STORE005,316.59
PO002379,2023-05-01 19:54:00,SKU038,2,CUST057,NO_PROMO,STORE001,93.95
PO002380,2023-08-01 20:39:00,SKU018,2,CUST131,NO_PROMO,STORE002,286.14
PO002381,2024-02-29 14:02:00,SKU071,1,CUST037,NO_PROMO,STORE005,397.51
PO002382,2023-12-08 13:35:00,SKU065,1,CUST468,PROMO025,STORE009,176.42
PO002383,2024-10-14 11:00:00,SKU001,3,CUST480,PROMO026,STORE010,218.54
PO002384,2024-10-17 11:44:00,SKU004,1,CUST111,NO_PROMO,STORE008,319.4
PO002385,2023-10-16 12:50:00,SKU004,2,CUST153,PROMO015,STORE010,319.4
