po_id,supplier_id,order_date,delivery_date,product_id,qty,status,cost
SPO00263,SUP_BANGKOK_DIST,2023-02-19,2023-05-16,SKU033,1000,DELIVERED,46.45
SPO00264,SUP_BANGKOK_DIST,2023-05-25,2024-12-28,SKU038,200,DELIVERED,41.09
SPO00265,SUP_BANGKOK_DIST,2023-10-13,2024-03-09,SKU065,200,DELIVERED,80.62
SPO00266,SUP_LOCAL_SME,2023-05-25,2023-08-29,SKU063,100,PENDING,211.23
SPO00267,SUP_LOCAL_SME,2023-07-18,2023-04-16,SKU038,200,PENDING,41.09
SPO00268,SUP_BANGKOK_DIST,2023-10-30,2023-08-13,SKU073,500,DELIVERED,22.51
SPO00269,SUP_GLOBAL_IMPORT,2024-11-22,2023-08-29,SKU013,500,DELIVERED,234.45
SPO00270,SUP_GLOBAL_IMPORT,2023-10-25,2024-07-29,SKU048,100,DELIVERED,162.51
SPO00271,SUP_BANGKOK_DIST,2024-05-15,2023-02-13,SKU024,200,DELIVERED,107.8
SPO00272,SUP_GLOBAL_IMPORT,2023-08-10,2024-06-02,SKU036,100,DELIVERED,237.63
SPO00273,SUP_BANGKOK_DIST,2024-11-25,2023-04-10,SKU020,1000,DELIVERED,76.33
SPO00274,SUP_LOCAL_SME,2023-02-23,2023-11-02,SKU043,200,CANCELLED,30.35
SPO00275,SUP_LOCAL_SME,2023-12-24,2023-06-07,SKU057,200,DELIVERED,45.25
SPO00276,SUP_LOCAL_SME,2024-11-05,2023-06-02,SKU065,200,DELIVERED,80.62
SPO00277,SUP_GLOBAL_IMPORT,2024-05-10,2024-09-17,SKU060,1000,DELIVERED,116.73
SPO00278,SUP_BANGKOK_DIST,2024-12-09,2024-02-19,SKU043,1000,DELIVERED,30.35
SPO00279,SUP_GLOBAL_IMPORT,2024-11-09,2024-01-13,SKU065,1000,DELIVERED,80.62
SPO00280,SUP_GLOBAL_IMPORT,2024-04-02,2024-11-29,SKU046,500,DELIVERED,168.99
SPO00281,SUP_LOCAL_SME,2024-04-25,2024-07-23,SKU062,100,CANCELLED,77.51
SPO00282,SUP_GLOBAL_IMPORT,2023-04-07,2023-09-03,SKU070,500,CANCELLED,225.18
SPO00283,SUP_BANGKOK_DIST,2024-09-25,2023-09-14,SKU026,1000,DELIVERED,181.44
SPO00284,SUP_GLOBAL_IMPORT,2024-12-29,2023-05-21,SKU029,500,DELIVERED,141.12
SPO00285,SUP_LOCAL_SME,2024-03-13,2024-01-10,SKU041,500,DELIVERED,58.91
SPO00286,SUP_GLOBAL_IMPORT,2023-05-04,2024-04-02,SKU015,100,DELIVERED,73.05
SPO00287,SUP_BANGKOK_DIST,2024-11-25,2024-04-25,SKU019,1000,DELIVERED,98.99
SPO00288,SUP_GLOBAL_IMPORT,2024-08-16,2024-09-18,SKU073,500,DELIVERED,22.51
SPO00289,SUP_BANGKOK_DIST,2024-08-19,2023-03-09,SKU059,500,DELIVERED,33.26
SPO00290,SUP_BANGKOK_DIST,2024-10-08,2023-12-10,SKU028,200,DELIVERED,155.09
SPO00291,SUP_LOCAL_SME,2024-05-01,2024-08-29,SKU015,200,PENDING,73.05
SPO00292,SUP_LOCAL_SME,2023-04-21,2023-10-27,SKU058,1000,DELIVERED,74.71
SPO00293,SUP_LOCAL_SME,2024-01-21,2023-09-25,SKU053,500,DELIVERED,200.44
SPO00294,SUP_LOCAL_SME,2024-01-09,2023-04-04,SKU042,1000,DELIVERED,158.03
SPO00295,SUP_LOCAL_SME,2024-12-27,2024-12-28,SKU028,100,CANCELLED,155.09
SPO00296,SUP_BANGKOK_DIST,2024-09-16,2024-10-28,SKU073,1000,DELIVERED,22.51
SPO00297,SUP_BANGKOK_DIST,2024-03-20,2023-09-17,SKU019,1000,DELIVERED,98.99
SPO00298,SUP_BANGKOK_DIST,2023-12-25,2024-09-25,SKU071,500,DELIVERED,231.21
SPO00299,SUP_BANGKOK_DIST,2024-02-13,2023-08-21,SKU077,100,CANCELLED,212.2
SPO00300,SUP_GLOBAL_IMPORT,2024-02-17,2023-02-16,SKU002,1000,PENDING,250.69
SPO00301,SUP_BANGKOK_DIST,2024-04-11,2024-11-02,SKU018,200,DELIVERED,138.92
SPO00302,SUP_LOCAL_SME,2024-02-21,2024-11-17,SKU040,100,DELIVERED,125.99
SPO00303,SUP_BANGKOK_DIST,2023-10-31,2024-05-15,SKU053,500,DELIVERED,200.44
SPO00304,SUP_GLOBAL_IMPORT,2023-02-11,2023-05-09,SKU008,200,DELIVERED,231.99
SPO00305,SUP_GLOBAL_IMPORT,2024-09-13,2024-10-21,SKU009,100,DELIVERED,185.07
SPO00306,SUP_LOCAL_SME,2024-09-16,2023-11-27,SKU077,500,DELIVERED,212.2
SPO00307,SUP_GLOBAL_IMPORT,2024-11-28,2024-02-25,SKU021,500,DELIVERED,132.18
SPO00308,SUP_GLOBAL_IMPORT,2024-01-22,2024-12-06,SKU044,100,DELIVERED,193.78
SPO00309,SUP_LOCAL_SME,2024-06-20,2023-05-05,SKU060,100,DELIVERED,116.73
SPO00310,SUP_BANGKOK_DIST,2023-08-29,2024-04-29,SKU071,100,DELIVERED,231.21
SPO00311,SUP_GLOBAL_IMPORT,2023-07-19,2023-05-15,SKU031,500,DELIVERED,148.1
SPO00312,SUP_GLOBAL_IMPORT,2023-10-22,2023-12-16,SKU013,200,DELIVERED,234.45
SPO00313,SUP_BANGKOK_DIST,2023-09-30,2024-04-10,SKU045,200,PENDING,74.17
SPO00314,SUP_LOCAL_SME,2023-01-17,2023-06-21,SKU002,500,DELIVERED,250.69
SPO00315,SUP_GLOBAL_IMPORT,2023-01-18,2023-04-30,SKU034,100,DELIVERED,267.89
SPO00316,SUP_GLOBAL_IMPORT,2024-09-21,2023-06-01,SKU069,500,DELIVERED,34.28
SPO00317,SUP_LOCAL_SME,2024-12-31,2024-09-23,SKU066,500,DELIVERED,119.85
SPO00318,SUP_GLOBAL_IMPORT,2024-01-11,2023-03-03,SKU062,500,CANCELLED,77.51
SPO00319,SUP_BANGKOK_DIST,2023-06-05,2024-06-04,SKU047,500,DELIVERED,107.24
SPO00320,SUP_GLOBAL_IMPORT,2023-06-15,2023-08-29,SKU002,200,DELIVERED,250.69
SPO00321,SUP_GLOBAL_IMPORT,2023-10-16,2023-06-12,SKU072,100,DELIVERED,62.45
SPO00322,SUP_GLOBAL_IMPORT,2023-05-22,2023-04-17,SKU037,500,DELIVERED,104.9
SPO00323,SUP_BANGKOK_DIST,2024-11-21,2024-07-20,SKU080,500,DELIVERED,55.73
SPO00324,SUP_BANGKOK_DIST,2024-01-24,2024-02-17,SKU063,100,DELIVERED,211.23
SPO00325,SUP_GLOBAL_IMPORT,2024-11-29,2023-03-23,SKU056,100,PENDING,215.98
SPO00326,SUP_BANGKOK_DIST,2024-12-30,2024-04-01,SKU046,500,DELIVERED,168.99
SPO00327,SUP_GLOBAL_IMPORT,2024-01-09,2024-12-01,SKU063,500,DELIVERED,211.23
SPO00328,SUP_LOCAL_SME,2023-07-20,2024-03-26,SKU008,100,DELIVERED,231.99
SPO00329,SUP_LOCAL_SME,2024-04-14,2023-04-29,SKU055,100,DELIVERED,187.79
SPO00330,SUP_GLOBAL_IMPORT,2024-10-01,2024-01-06,SKU043,200,DELIVERED,30.35
SPO00331,SUP_LOCAL_SME,2023-07-25,2024-08-07,SKU023,500,DELIVERED,84.0
SPO00332,SUP_BANGKOK_DIST,2024-12-12,2024-12-04,SKU016,1000,DELIVERED,66.1
SPO00333,SUP_GLOBAL_IMPORT,2023-07-06,2024-05-16,SKU052,100,DELIVERED,177.24
SPO00334,SUP_GLOBAL_IMPORT,2023-05-11,2024-04-04,SKU054,100,DELIVERED,211.63
SPO00335,SUP_GLOBAL_IMPORT,2023-04-01,2023-10-31,SKU076,200,DELIVERED,169.52
SPO00336,SUP_GLOBAL_IMPORT,2024-08-16,2024-09-08,SKU037,200,PENDING,104.9
SPO00337,SUP_GLOBAL_IMPORT,2023-03-19,2024-10-02,SKU067,1000,DELIVERED,59.2
SPO00338,SUP_LOCAL_SME,2023-09-22,2023-03-28,SKU018,100,DELIVERED,138.92
SPO00339,SUP_BANGKOK_DIST,2023-09-07,2023-07-23,SKU059,500,DELIVERED,33.26
SPO00340,SUP_LOCAL_SME,2024-09-30,2023-09-22,SKU001,500,DELIVERED,125.14
SPO00341,SUP_BANGKOK_DIST,2024-12-21,2023-11-24,SKU019,500,DELIVERED,98.99
SPO00342,SUP_BANGKOK_DIST,2023-01-14,2023-01-14,SKU013,200,DELIVERED,234.45
SPO00343,SUP_BANGKOK_DIST,2024-04-14,2023-01-10,SKU033,1000,CANCELLED,46.45
SPO00344,SUP_BANGKOK_DIST,2023-01-22,2024-10-28,SKU022,1000,DELIVERED,59.46
SPO00345,SUP_BANGKOK_DIST,2024-01-06,2024-06-20,SKU027,1000,DELIVERED,67.42
SPO00346,SUP_GLOBAL_IMPORT,2024-12-10,2024-08-01,SKU050,100,DELIVERED,66.88
SPO00347,SUP_GLOBAL_IMPORT,2023-10-19,2024-07-28,SKU077,100,PENDING,212.2
SPO00348,SUP_GLOBAL_IMPORT,2024-05-04,2023-02-08,SKU072,1000,DELIVERED,62.45
SPO00349,SUP_GLOBAL_IMPORT,2024-11-18,2023-11-21,SKU053,1000,DELIVERED,200.44
SPO00350,SUP_LOCAL_SME,2023-09-07,2023-12-23,SKU060,1000,DELIVERED,116.73
SPO00351,SUP_LOCAL_SME,2024-03-07,2023-06-30,SKU050,200,DELIVERED,66.88
SPO00352,SUP_GLOBAL_IMPORT,2023-02-21,2023-11-26,SKU066,1000,DELIVERED,119.85
SPO00353,SUP_GLOBAL_IMPORT,2023-04-27,2024-02-19,SKU024,500,DELIVERED,107.8
SPO00354,SUP_BANGKOK_DIST,2023-12-09,2024-02-13,SKU069,100,DELIVERED,34.28
SPO00355,SUP_BANGKOK_DIST,2024-05-19,2023-09-08,SKU008,500,DELIVERED,231.99
SPO00356,SUP_BANGKOK_DIST,2024-10-17,2023-02-22,SKU020,100,PENDING,76.33
SPO00357,SUP_GLOBAL_IMPORT,2024-08-23,2023-01-15,SKU066,200,DELIVERED,119.85
SPO00358,SUP_GLOBAL_IMPORT,2023-04-28,2023-08-03,SKU070,200,DELIVERED,225.18
SPO00359,SUP_LOCAL_SME,2023-03-26,2024-02-29,SKU059,500,PENDING,33.26
SPO00360,SUP_BANGKOK_DIST,2023-12-03,2024-12-12,SKU080,200,DELIVERED,55.73
SPO00361,SUP_BANGKOK_DIST,2023-02-08,2024-11-30,SKU047,100,DELIVERED,107.24
SPO00362,SUP_LOCAL_SME,2024-12-19,2023-11-08,SKU036,200,DELIVERED,237.63
SPO00363,SUP_BANGKOK_DIST,2023-04-09,2023-03-18,SKU002,500,DELIVERED,250.69
SPO00364,SUP_BANGKOK_DIST,2023-02-14,2025-01-05,SKU064,200,DELIVERED,96.89
SPO00365,SUP_GLOBAL_IMPORT,2023-03-12,2023-06-02,SKU078,1000,DELIVERED,46.02
SPO00366,SUP_LOCAL_SME,2024-02-11,2024-03-16,SKU038,100,DELIVERED,41.09
SPO00367,SUP_LOCAL_SME,2024-12-26,2024-06-03,SKU026,200,CANCELLED,181.44
SPO00368,SUP_BANGKOK_DIST,2023-06-05,2023-02-17,SKU020,100,DELIVERED,76.33
SPO00369,SUP_LOCAL_SME,2024-03-05,2023-09-13,SKU004,500,DELIVERED,131.82
SPO00370,SUP_BANGKOK_DIST,2023-01-10,2024-11-14,SKU065,1000,DELIVERED,80.62
SPO00371,SUP_BANGKOK_DIST,2023-02-01,2024-04-05,SKU014,100,DELIVERED,74.56
SPO00372,SUP_GLOBAL_IMPORT,2024-05-31,2023-03-17,SKU035,1000,DELIVERED,255.19
SPO00373,SUP_GLOBAL_IMPORT,2023-02-03,2023-11-20,SKU052,1000,DELIVERED,177.24
SPO00374,SUP_BANGKOK_DIST,2023-05-18,2023-09-10,SKU023,1000,DELIVERED,84.0
SPO00375,SUP_LOCAL_SME,2024-02-15,2023-10-20,SKU020,200,DELIVERED,76.33
SPO00376,SUP_LOCAL_SME,2023-12-24,2023-03-05,SKU027,200,DELIVERED,67.42
SPO00377,SUP_GLOBAL_IMPORT,2024-07-27,2024-07-16,SKU041,500,DELIVERED,58.91
SPO00378,SUP_BANGKOK_DIST,2024-08-08,2023-06-16,SKU078,200,DELIVERED,46.02
SPO00379,SUP_BANGKOK_DIST,2023-08-02,2023-01-05,SKU036,500,DELIVERED,237.63
SPO00380,SUP_GLOBAL_IMPORT,2024-11-16,2023-09-04,SKU004,500,PENDING,131.82
SPO00381,SUP_BANGKOK_DIST,2023-09-25,2024-11-10,SKU026,1000,DELIVERED,181.44
SPO00382,SUP_GLOBAL_IMPORT,2024-04-24,2023-06-27,SKU040,100,DELIVERED,125.99
SPO00383,SUP_BANGKOK_DIST,2023-12-11,2023-09-02,SKU080,200,DELIVERED,55.73
SPO00384,SUP_LOCAL_SME,2024-09-04,2023-02-08,SKU074,100,DELIVERED,207.6
SPO00385,SUP_GLOBAL_IMPORT,2024-04-11,2023-07-28,SKU066,500,DELIVERED,119.85
SPO00386,SUP_BANGKOK_DIST,2024-07-23,2023-03-27,SKU073,500,DELIVERED,22.51
SPO00387,SUP_BANGKOK_DIST,2023-07-28,2024-02-07,SKU003,500,DELIVERED,176.87
SPO00388,SUP_GLOBAL_IMPORT,2023-08-14,2023-05-12,SKU064,1000,DELIVERED,96.89
SPO00389,SUP_BANGKOK_DIST,2023-11-23,2024-10-19,SKU029,100,DELIVERED,141.12
SPO00390,SUP_BANGKOK_DIST,2023-10-23,2023-08-21,SKU054,1000,DELIVERED,211.63
SPO00391,SUP_BANGKOK_DIST,2024-06-03,2023-01-13,SKU007,100,DELIVERED,41.57
SPO00392,SUP_GLOBAL_IMPORT,2024-05-27,2024-07-10,SKU025,1000,DELIVERED,148.42
SPO00393,SUP_LOCAL_SME,2024-12-31,2024-11-30,SKU024,500,DELIVERED,107.8
SPO00394,SUP_BANGKOK_DIST,2023-07-31,2024-11-29,SKU043,200,DELIVERED,30.35
SPO00395,SUP_GLOBAL_IMPORT,2024-01-02,2024-11-02,SKU006,1000,DELIVERED,55.9
SPO00396,SUP_GLOBAL_IMPORT,2024-05-18,2024-05-08,SKU015,1000,DELIVERED,73.05
SPO00397,SUP_BANGKOK_DIST,2023-04-02,2024-01-31,SKU079,200,DELIVERED,94.57
SPO00398,SUP_GLOBAL_IMPORT,2024-09-06,2023-01-18,SKU040,200,DELIVERED,125.99
SPO00399,SUP_BANGKOK_DIST,2023-07-11,2024-06-12,SKU061,1000,DELIVERED,133.25
SPO00400,SUP_GLOBAL_IMPORT,2023-04-21,2024-12-28,SKU021,500,PENDING,132.18
SPO00401,SUP_LOCAL_SME,2023-10-18,2024-10-30,SKU058,500,DELIVERED,74.71
SPO00402,SUP_LOCAL_SME,2024-08-07,2024-03-19,SKU032,200,DELIVERED,54.78
SPO00403,SUP_LOCAL_SME,2024-02-17,2023-07-10,SKU012,1000,PENDING,263.98
SPO00404,SUP_LOCAL_SME,2024-04-28,2023-02-15,SKU009,100,DELIVERED,185.07
SPO00405,SUP_LOCAL_SME,2024-08-06,2024-01-01,SKU020,200,DELIVERED,76.33
SPO00406,SUP_LOCAL_SME,2023-04-04,2023-03-28,SKU015,100,DELIVERED,73.05
SPO00407,SUP_LOCAL_SME,2023-09-16,2024-12-23,SKU077,200,DELIVERED,212.2
SPO00408,SUP_BANGKOK_DIST,2024-01-29,2023-04-15,SKU008,1000,DELIVERED,231.99
SPO00409,SUP_BANGKOK_DIST,2023-09-06,2024-05-02,SKU021,500,DELIVERED,132.18
SPO00410,SUP_BANGKOK_DIST,2024-12-28,2024-04-14,SKU045,200,DELIVERED,74.17
SPO00411,SUP_GLOBAL_IMPORT,2024-06-01,2024-03-23,SKU040,100,DELIVERED,125.99
SPO00412,SUP_GLOBAL_IMPORT,2024-02-28,2023-10-09,SKU006,1000,DELIVERED,55.9
SPO00413,SUP_LOCAL_SME,2024-10-10,2024-01-11,SKU011,1000,DELIVERED,25.12
SPO00414,SUP_LOCAL_SME,2024-02-01,2024-11-07,SKU064,1000,DELIVERED,96.89
SPO00415,SUP_GLOBAL_IMPORT,2023-10-18,2024-07-05,SKU042,100,DELIVERED,158.03
SPO00416,SUP_LOCAL_SME,2024-11-26,2023-11-27,SKU059,200,DELIVERED,33.26
SPO00417,SUP_GLOBAL_IMPORT,2023-09-03,2023-07-07,SKU008,500,DELIVERED,231.99
SPO00418,SUP_LOCAL_SME,2023-06-09,2024-04-16,SKU072,500,DELIVERED,62.45
SPO00419,SUP_LOCAL_SME,2023-01-24,2024-06-29,SKU055,100,PENDING,187.79
SPO00420,SUP_LOCAL_SME,2023-08-01,2023-03-26,SKU039,500,DELIVERED,207.05
SPO00421,SUP_GLOBAL_IMPORT,2023-04-04,2024-08-23,SKU051,200,DELIVERED,235.12
SPO00422,SUP_LOCAL_SME,2024-05-21,2024-10-03,SKU055,100,DELIVERED,187.79
SPO00423,SUP_GLOBAL_IMPORT,2024-12-10,2024-10-24,SKU076,100,DELIVERED,169.52
SPO00424,SUP_LOCAL_SME,2023-05-23,2024-01-10,SKU003,200,DELIVERED,176.87
SPO00425,SUP_BANGKOK_DIST,2024-11-04,2024-01-13,SKU043,1000,DELIVERED,30.35
SPO00426,SUP_BANGKOK_DIST,2024-02-22,2024-09-17,SKU045,200,DELIVERED,74.17
SPO00427,SUP_GLOBAL_IMPORT,2024-03-09,2023-06-01,SKU080,200,DELIVERED,55.73
SPO00428,SUP_BANGKOK_DIST,2024-01-09,2024-02-13,SKU016,500,DELIVERED,66.1
SPO00429,SUP_BANGKOK_DIST,2023-05-30,2023-12-18,SKU005,500,DELIVERED,55.56
SPO00430,SUP_LOCAL_SME,2024-06-14,2023-05-04,SKU040,500,DELIVERED,125.99
SPO00431,SUP_LOCAL_SME,2023-05-26,2023-07-15,SKU076,1000,DELIVERED,169.52
SPO00432,SUP_LOCAL_SME,2023-11-14,2024-03-19,SKU067,200,DELIVERED,59.2
SPO00433,SUP_GLOBAL_IMPORT,2024-02-07,2023-03-25,SKU045,500,DELIVERED,74.17
SPO00434,SUP_LOCAL_SME,2024-07-05,2024-03-30,SKU003,1000,DELIVERED,176.87
SPO00435,SUP_LOCAL_SME,2023-12-08,2024-12-03,SKU031,500,DELIVERED,148.1
SPO00436,SUP_GLOBAL_IMPORT,2023-09-28,2024-12-12,SKU024,200,DELIVERED,107.8
SPO00437,SUP_LOCAL_SME,2024-08-29,2024-06-03,SKU029,200,CANCELLED,141.12
SPO00438,SUP_BANGKOK_DIST,2023-06-20,2024-03-04,SKU055,200,DELIVERED,187.79
SPO00439,SUP_LOCAL_SME,2024-05-25,2024-03-14,SKU033,100,PENDING,46.45
SPO00440,SUP_GLOBAL_IMPORT,2024-11-16,2024-08-25,SKU051,200,DELIVERED,235.12
SPO00441,SUP_GLOBAL_IMPORT,2023-05-12,2024-02-17,SKU080,200,DELIVERED,55.73
SPO00442,SUP_BANGKOK_DIST,2023-10-25,2023-05-25,SKU074,500,PENDING,207.6
SPO00443,SUP_LOCAL_SME,2023-01-03,2024-02-21,SKU030,100,PENDING,29.45
SPO00444,SUP_BANGKOK_DIST,2023-02-10,2024-04-02,SKU061,500,DELIVERED,133.25
SPO00445,SUP_LOCAL_SME,2023-02-05,2023-08-15,SKU060,1000,DELIVERED,116.73
SPO00446,SUP_GLOBAL_IMPORT,2024-12-06,2024-01-21,SKU035,1000,PENDING,255.19
SPO00447,SUP_GLOBAL_IMPORT,2024-11-22,2024-05-24,SKU007,100,DELIVERED,41.57
SPO00448,SUP_BANGKOK_DIST,2024-11-04,2024-04-16,SKU006,200,DELIVERED,55.9
SPO00449,SUP_GLOBAL_IMPORT,2023-05-25,2023-07-26,SKU015,100,PENDING,73.05
SPO00450,SUP_GLOBAL_IMPORT,2023-01-22,2024-06-26,SKU066,200,DELIVERED,119.85
SPO00451,SUP_LOCAL_SME,2024-07-13,2023-10-23,SKU017,1000,DELIVERED,94.3
SPO00452,SUP_BANGKOK_DIST,2024-02-05,2023-06-26,SKU019,1000,DELIVERED,98.99
SPO00453,SUP_BANGKOK_DIST,2024-11-11,2023-05-27,SKU014,100,DELIVERED,74.56
SPO00454,SUP_LOCAL_SME,2023-02-20,2024-12-11,SKU049,500,DELIVERED,118.82
SPO00455,SUP_LOCAL_SME,2023-03-30,2023-10-30,SKU051,1000,DELIVERED,235.12
SPO00456,SUP_BANGKOK_DIST,2023-11-08,2024-01-27,SKU034,100,DELIVERED,267.89
SPO00457,SUP_GLOBAL_IMPORT,2024-11-13,2023-11-10,SKU021,100,DELIVERED,132.18
SPO00458,SUP_BANGKOK_DIST,2024-01-22,2024-02-10,SKU048,1000,DELIVERED,162.51
SPO00459,SUP_LOCAL_SME,2023-01-18,2023-07-05,SKU067,200,DELIVERED,59.2
SPO00460,SUP_BANGKOK_DIST,2023-11-24,2024-03-13,SKU058,500,DELIVERED,74.71
SPO00461,SUP_GLOBAL_IMPORT,2023-03-30,2023-08-14,SKU078,500,DELIVERED,46.02
SPO00462,SUP_BANGKOK_DIST,2024-08-26,2023-11-07,SKU021,200,CANCELLED,132.18
SPO00463,SUP_BANGKOK_DIST,2023-01-25,2023-04-26,SKU027,1000,DELIVERED,67.42
SPO00464,SUP_GLOBAL_IMPORT,2024-07-26,2024-04-18,SKU071,1000,DELIVERED,231.21
SPO00465,SUP_GLOBAL_IMPORT,2023-12-13,2023-04-17,SKU029,200,DELIVERED,141.12
SPO00466,SUP_GLOBAL_IMPORT,2023-10-14,2023-11-05,SKU009,1000,DELIVERED,185.07
SPO00467,SUP_GLOBAL_IMPORT,2023-08-02,2024-10-10,SKU079,500,DELIVERED,94.57
SPO00468,SUP_LOCAL_SME,2023-05-27,2023-04-19,SKU044,100,PENDING,193.78
SPO00469,SUP_BANGKOK_DIST,2024-05-22,2023-07-14,SKU028,500,DELIVERED,155.09
SPO00470,SUP_BANGKOK_DIST,2023-04-28,2024-06-10,SKU038,500,DELIVERED,41.09
SPO00471,SUP_BANGKOK_DIST,2024-02-15,2023-05-02,SKU015,500,PENDING,73.05
SPO00472,SUP_BANGKOK_DIST,2024-10-29,2024-02-17,SKU015,1000,CANCELLED,73.05
SPO00473,SUP_BANGKOK_DIST,2023-07-27,2024-03-10,SKU030,200,DELIVERED,29.45
SPO00474,SUP_LOCAL_SME,2023-02-28,2024-03-05,SKU032,1000,DELIVERED,54.78
SPO00475,SUP_LOCAL_SME,2024-10-22,2024-05-07,SKU040,200,DELIVERED,125.99
SPO00476,SUP_BANGKOK_DIST,2024-12-13,2023-09-19,SKU076,100,DELIVERED,169.52
SPO00477,SUP_BANGKOK_DIST,2023-07-22,2023-11-22,SKU002,100,DELIVERED,250.69
SPO00478,SUP_BANGKOK_DIST,2023-08-29,2024-07-11,SKU022,500,DELIVERED,59.46
SPO00479,SUP_LOCAL_SME,2023-11-24,2024-02-07,SKU026,200,DELIVERED,181.44
SPO00480,SUP_BANGKOK_DIST,2024-03-06,2024-06-11,SKU040,500,DELIVERED,125.99
SPO00481,SUP_GLOBAL_IMPORT,2024-11-02,2023-01-26,SKU008,1000,PENDING,231.99
SPO00482,SUP_LOCAL_SME,2023-08-11,2024-01-28,SKU036,200,DELIVERED,237.63
SPO00483,SUP_GLOBAL_IMPORT,2024-01-26,2024-07-29,SKU026,500,DELIVERED,181.44
SPO00484,SUP_GLOBAL_IMPORT,2024-09-04,2023-01-06,SKU007,1000,DELIVERED,41.57
SPO00485,SUP_GLOBAL_IMPORT,2024-12-30,2023-10-18,SKU001,100,DELIVERED,125.14
SPO00486,SUP_LOCAL_SME,2023-07-25,2023-08-19,SKU032,500,DELIVERED,54.78
SPO00487,SUP_GLOBAL_IMPORT,2023-01-14,2024-12-06,SKU078,200,DELIVERED,46.02
SPO00488,SUP_BANGKOK_DIST,2023-04-02,2024-10-21,SKU009,200,CANCELLED,185.07
SPO00489,SUP_BANGKOK_DIST,2023-03-01,2024-02-23,SKU059,1000,DELIVERED,33.26
SPO00490,SUP_GLOBAL_IMPORT,2023-02-28,2023-08-28,SKU044,500,DELIVERED,193.78
SPO00491,SUP_LOCAL_SME,2023-02-08,2023-03-26,SKU065,100,DELIVERED,80.62
SPO00492,SUP_BANGKOK_DIST,2024-08-26,2024-08-16,SKU021,500,DELIVERED,132.18
SPO00493,SUP_LOCAL_SME,2023-02-23,2023-06-05,SKU020,500,DELIVERED,76.33
SPO00494,SUP_BANGKOK_DIST,2024-06-22,2024-09-02,SKU049,200,PENDING,118.82
SPO00495,SUP_LOCAL_SME,2024-09-01,2024-11-15,SKU033,1000,DELIVERED,46.45
SPO00496,SUP_BANGKOK_DIST,2024-08-25,2023-06-26,SKU018,200,DELIVERED,138.92
SPO00497,SUP_GLOBAL_IMPORT,2023-08-29,2023-03-06,SKU041,100,DELIVERED,58.91
SPO00498,SUP_GLOBAL_IMPORT,2023-03-09,2023-12-10,SKU017,500,DELIVERED,94.3
SPO00499,SUP_GLOBAL_IMPORT,2024-07-20,2023-08-21,SKU013,100,DELIVERED,234.45
SPO00500,SUP_LOCAL_SME,2024-03-30,2023-03-09,SKU043,1000,DELIVERED,30.35
SPO00501,SUP_GLOBAL_IMPORT,2024-06-17,2023-09-30,SKU073,1000,DELIVERED,22.51
SPO00502,SUP_LOCAL_SME,2023-04-27,2024-01-29,SKU065,500,DELIVERED,80.62
SPO00503,SUP_BANGKOK_DIST,2023-01-04,2024-12-06,SKU023,1000,PENDING,84.0
SPO00504,SUP_BANGKOK_DIST,2023-11-14,2024-08-17,SKU040,100,DELIVERED,125.99
SPO00505,SUP_LOCAL_SME,2024-06-28,2023-03-31,SKU034,500,DELIVERED,267.89
SPO00506,SUP_GLOBAL_IMPORT,2023-02-15,2024-04-10,SKU036,1000,DELIVERED,237.63
SPO00507,SUP_LOCAL_SME,2023-06-27,2023-05-18,SKU050,100,DELIVERED,66.88
SPO00508,SUP_LOCAL_SME,2024-06-23,2023-06-14,SKU078,500,DELIVERED,46.02
SPO00509,SUP_LOCAL_SME,2024-10-21,2024-05-08,SKU030,1000,CANCELLED,29.45
SPO00510,SUP_BANGKOK_DIST,2023-08-25,2024-06-18,SKU040,200,DELIVERED,125.99
SPO00511,SUP_BANGKOK_DIST,2023-12-10,2023-01-23,SKU012,500,DELIVERED,263.98
SPO00512,SUP_BANGKOK_DIST,2024-12-16,2024-07-05,SKU001,500,DELIVERED,125.14
SPO00513,SUP_GLOBAL_IMPORT,2023-10-13,2024-04-09,SKU016,200,PENDING,66.1
SPO00514,SUP_BANGKOK_DIST,2023-03-08,2024-08-25,SKU050,1000,DELIVERED,66.88
SPO00515,SUP_BANGKOK_DIST,2023-12-10,2024-10-31,SKU043,500,DELIVERED,30.35
SPO00516,SUP_LOCAL_SME,2024-07-10,2024-05-10,SKU060,100,DELIVERED,116.73
SPO00517,SUP_GLOBAL_IMPORT,2024-09-06,2024-11-29,SKU005,1000,PENDING,55.56
SPO00518,SUP_LOCAL_SME,2023-07-04,2024-06-28,SKU021,500,DELIVERED,132.18
SPO00519,SUP_LOCAL_SME,2024-10-01,2024-06-24,SKU065,100,DELIVERED,80.62
SPO00520,SUP_LOCAL_SME,2024-11-30,2023-09-22,SKU021,200,DELIVERED,132.18
SPO00521,SUP_LOCAL_SME,2023-02-21,2024-05-07,SKU071,100,DELIVERED,231.21
SPO00522,SUP_BANGKOK_DIST,2024-09-28,2024-08-24,SKU065,1000,DELIVERED,80.62
SPO00523,SUP_GLOBAL_IMPORT,2023-08-24,2024-04-10,SKU023,200,DELIVERED,84.0
SPO00524,SUP_BANGKOK_DIST,2023-02-20,2024-09-08,SKU060,100,DELIVERED,116.73
SPO00525,SUP_LOCAL_SME,2023-09-26,2023-11-23,SKU002,1000,PENDING,250.69
